#i,j,r,g,b

234,520,188,188,188
229,522,188,188,188

234,520,188,188,188
239,525,188,188,188

234,520,188,188,188
241,525,188,188,188

234,433,239,239,239
235,435,239,239,239

234,433,239,239,239
236,432,239,239,239

234,433,239,239,239
235,430,239,239,239

234,424,97,97,97
238,424,97,97,97

234,424,97,97,97
237,427,97,97,97

234,424,97,97,97
236,420,97,97,97

234,273,225,225,225
233,273,225,225,225

234,273,225,225,225
236,275,225,225,225

234,273,225,225,225
237,273,225,225,225

234,267,214,214,214
236,265,214,214,214

234,267,214,214,214
229,265,214,214,214

234,267,214,214,214
234,273,214,214,214

234,209,137,137,137
238,205,137,137,137

234,209,137,137,137
238,203,137,137,137

234,209,137,137,137
230,217,137,137,137

234,167,121,121,121
238,172,121,121,121

234,167,121,121,121
237,179,121,121,121

234,167,121,121,121
221,172,121,121,121

235,435,204,204,204
234,433,204,204,204

235,435,204,204,204
236,432,204,204,204

235,435,204,204,204
235,430,204,204,204

235,430,219,219,219
236,432,219,219,219

235,430,219,219,219
234,433,219,219,219

235,430,219,219,219
237,427,219,219,219

235,332,197,197,197
231,332,197,197,197

235,332,197,197,197
230,330,197,197,197

235,332,197,197,197
241,331,197,197,197

236,538,249,249,249
237,537,249,249,249

236,538,249,249,249
242,537,249,249,249

236,538,249,249,249
245,536,249,249,249

236,432,228,228,228
234,433,228,228,228

236,432,228,228,228
235,430,228,228,228

236,432,228,228,228
235,435,228,228,228

236,420,200,200,200
239,420,200,200,200

236,420,200,200,200
237,416,200,200,200

236,420,200,200,200
234,424,200,200,200

236,415,196,196,196
237,416,196,196,196

236,415,196,196,196
237,413,196,196,196

236,415,196,196,196
239,413,196,196,196

236,409,182,182,182
236,408,182,182,182

236,409,182,182,182
237,413,182,182,182

236,409,182,182,182
239,413,182,182,182

236,408,148,148,148
236,409,148,148,148

236,408,148,148,148
239,405,148,148,148

236,408,148,148,148
237,413,148,148,148

236,373,225,225,225
236,371,225,225,225

236,373,225,225,225
239,374,225,225,225

236,373,225,225,225
237,378,225,225,225

236,371,178,178,178
236,373,178,178,178

236,371,178,178,178
239,374,178,178,178

236,371,178,178,178
241,374,178,178,178

236,275,221,221,221
238,275,221,221,221

236,275,221,221,221
237,273,221,221,221

236,275,221,221,221
234,273,221,221,221

236,265,200,200,200
234,267,200,200,200

236,265,200,200,200
240,266,200,200,200

236,265,200,200,200
240,270,200,200,200

237,537,239,239,239
236,538,239,239,239

237,537,239,239,239
242,537,239,239,239

237,537,239,239,239
245,536,239,239,239

237,427,173,173,173
238,428,173,173,173

237,427,173,173,173
238,424,173,173,173

237,427,173,173,173
240,426,173,173,173

237,416,218,218,218
236,415,218,218,218

237,416,218,218,218
237,413,218,218,218

237,416,218,218,218
239,413,218,218,218

237,413,226,226,226
239,413,226,226,226

237,413,226,226,226
236,415,226,226,226

237,413,226,226,226
237,416,226,226,226

237,378,250,250,250
238,380,250,250,250

237,378,250,250,250
239,374,250,250,250

237,378,250,250,250
236,373,250,250,250

237,314,228,228,228
239,313,228,228,228

237,314,228,228,228
241,313,228,228,228

237,314,228,228,228
240,311,228,228,228

237,273,211,211,211
238,273,211,211,211

237,273,211,211,211
236,275,211,211,211

237,273,211,211,211
238,275,211,211,211

237,179,97,97,97
238,172,97,97,97

237,179,97,97,97
229,185,97,97,97

237,179,97,97,97
226,179,97,97,97

238,428,220,220,220
237,427,220,220,220

238,428,220,220,220
240,426,220,220,220

238,428,220,220,220
235,430,220,220,220

238,424,220,220,220
240,426,220,220,220

238,424,220,220,220
237,427,220,220,220

238,424,220,220,220
234,424,220,220,220

238,380,248,248,248
237,378,248,248,248

238,380,248,248,248
239,374,248,248,248

238,380,248,248,248
240,386,248,248,248

238,275,234,234,234
236,275,234,234,234

238,275,234,234,234
238,273,234,234,234

238,275,234,234,234
237,273,234,234,234

238,273,225,225,225
237,273,225,225,225

238,273,225,225,225
238,275,225,225,225

238,273,225,225,225
236,275,225,225,225

238,221,165,165,165
241,218,165,165,165

238,221,165,165,165
240,225,165,165,165

238,221,165,165,165
233,220,165,165,165

238,205,120,120,120
238,203,120,120,120

238,205,120,120,120
234,209,120,120,120

238,205,120,120,120
244,207,120,120,120

238,203,139,139,139
238,205,139,139,139

238,203,139,139,139
234,209,139,139,139

238,203,139,139,139
244,207,139,139,139

238,172,141,141,141
234,167,141,141,141

238,172,141,141,141
237,179,141,141,141

238,172,141,141,141
226,179,141,141,141

239,525,214,214,214
241,525,214,214,214

239,525,214,214,214
245,526,214,214,214

239,525,214,214,214
234,520,214,214,214

239,420,231,231,231
236,420,231,231,231

239,420,231,231,231
238,424,231,231,231

239,420,231,231,231
237,416,231,231,231

239,413,231,231,231
237,413,231,231,231

239,413,231,231,231
241,411,231,231,231

239,413,231,231,231
236,415,231,231,231

239,405,246,246,246
236,408,246,246,246

239,405,246,246,246
242,402,246,246,246

239,405,246,246,246
241,401,246,246,246

239,400,237,237,237
240,400,237,237,237

239,400,237,237,237
241,401,237,237,237

239,400,237,237,237
242,402,237,237,237

239,374,230,230,230
241,374,230,230,230

239,374,230,230,230
236,373,230,230,230

239,374,230,230,230
236,371,230,230,230

239,313,233,233,233
241,313,233,233,233

239,313,233,233,233
237,314,233,233,233

239,313,233,233,233
240,311,233,233,233

240,426,137,137,137
238,428,137,137,137

240,426,137,137,137
238,424,137,137,137

240,426,137,137,137
237,427,137,137,137

240,400,244,244,244
239,400,244,244,244

240,400,244,244,244
241,401,244,244,244

240,400,244,244,244
242,402,244,244,244

240,386,235,235,235
244,387,235,235,235

240,386,235,235,235
238,380,235,235,235

240,386,235,235,235
246,384,235,235,235

240,311,225,225,225
241,312,225,225,225

240,311,225,225,225
239,313,225,225,225

240,311,225,225,225
241,313,225,225,225

240,270,203,203,203
238,273,203,203,203

240,270,203,203,203
240,266,203,203,203

240,270,203,203,203
237,273,203,203,203

240,266,145,145,145
240,270,145,145,145

240,266,145,145,145
236,265,145,145,145

240,266,145,145,145
234,267,145,145,145

240,225,201,201,201
243,225,201,201,201

240,225,201,201,201
238,221,201,201,201

240,225,201,201,201
244,228,201,201,201

241,525,226,226,226
239,525,226,226,226

241,525,226,226,226
245,526,226,226,226

241,525,226,226,226
249,527,226,226,226

241,411,159,159,159
239,413,159,159,159

241,411,159,159,159
237,413,159,159,159

241,411,159,159,159
236,409,159,159,159

241,401,247,247,247
240,400,247,247,247

241,401,247,247,247
242,402,247,247,247

241,401,247,247,247
239,400,247,247,247

241,374,180,180,180
239,374,180,180,180

241,374,180,180,180
244,377,180,180,180

241,374,180,180,180
245,377,180,180,180

241,331,196,196,196
242,334,196,196,196

241,331,196,196,196
235,332,196,196,196

241,331,196,196,196
248,330,196,196,196

241,313,216,216,216
241,312,216,216,216

241,313,216,216,216
239,313,216,216,216

241,313,216,216,216
240,311,216,216,216

241,312,222,222,222
241,313,222,222,222

241,312,222,222,222
240,311,222,222,222

241,312,222,222,222
239,313,222,222,222

241,218,150,150,150
238,221,150,150,150

241,218,150,150,150
247,220,150,150,150

241,218,150,150,150
240,225,150,150,150

242,559,235,235,235
243,558,235,235,235

242,559,235,235,235
245,559,235,235,235

242,559,235,235,235
245,560,235,235,235

242,537,239,239,239
245,536,239,239,239

242,537,239,239,239
237,537,239,239,239

242,537,239,239,239
236,538,239,239,239

242,497,113,113,113
242,495,113,113,113

242,497,113,113,113
244,497,113,113,113

242,497,113,113,113
244,495,113,113,113

242,495,219,219,219
242,497,219,219,219

242,495,219,219,219
244,495,219,219,219

242,495,219,219,219
244,494,219,219,219

242,489,225,225,225
244,494,225,225,225

242,489,225,225,225
245,494,225,225,225

242,489,225,225,225
242,495,225,225,225

242,402,251,251,251
241,401,251,251,251

242,402,251,251,251
240,400,251,251,251

242,402,251,251,251
239,400,251,251,251

242,395,225,225,225
245,395,225,225,225

242,395,225,225,225
244,392,225,225,225

242,395,225,225,225
244,391,225,225,225

242,334,174,174,174
241,331,174,174,174

242,334,174,174,174
248,330,174,174,174

242,334,174,174,174
235,332,174,174,174

242,230,204,204,204
243,232,204,204,204

242,230,204,204,204
244,228,204,204,204

242,230,204,204,204
243,225,204,204,204

242,190,97,97,97
246,189,97,97,97

242,190,97,97,97
244,196,97,97,97

242,190,97,97,97
249,197,97,97,97

243,558,204,204,204
242,559,204,204,204

243,558,204,204,204
245,559,204,204,204

243,558,204,204,204
245,560,204,204,204

243,507,183,183,183
249,508,183,183,183

243,507,183,183,183
245,499,183,183,183

243,507,183,183,183
242,497,183,183,183

243,476,209,209,209
245,476,209,209,209

243,476,209,209,209
243,473,209,209,209

243,476,209,209,209
250,472,209,209,209

243,473,205,205,205
243,476,205,205,205

243,473,205,205,205
245,476,205,205,205

243,473,205,205,205
250,472,205,205,205

243,314,221,221,221
241,313,221,221,221

243,314,221,221,221
244,312,221,221,221

243,314,221,221,221
241,312,221,221,221

243,277,203,203,203
244,278,203,203,203

243,277,203,203,203
245,279,203,203,203

243,277,203,203,203
238,275,203,203,203

243,232,160,160,160
242,230,160,160,160

243,232,160,160,160
244,228,160,160,160

243,232,160,160,160
243,225,160,160,160

243,225,196,196,196
240,225,196,196,196

243,225,196,196,196
244,228,196,196,196

243,225,196,196,196
242,230,196,196,196

244,517,123,123,123
241,525,123,123,123

244,517,123,123,123
245,526,123,123,123

244,517,123,123,123
239,525,123,123,123

244,497,240,240,240
242,497,240,240,240

244,497,240,240,240
244,495,240,240,240

244,497,240,240,240
245,499,240,240,240

244,495,235,235,235
244,494,235,235,235

244,495,235,235,235
245,494,235,235,235

244,495,235,235,235
242,495,235,235,235

244,494,222,222,222
244,495,222,222,222

244,494,222,222,222
245,494,222,222,222

244,494,222,222,222
242,495,222,222,222

244,392,241,241,241
244,391,241,241,241

244,392,241,241,241
245,395,241,241,241

244,392,241,241,241
247,391,241,241,241

244,391,224,224,224
244,392,224,224,224

244,391,224,224,224
247,391,224,224,224

244,391,224,224,224
244,387,224,224,224

244,387,234,234,234
247,386,234,234,234

244,387,234,234,234
246,384,234,234,234

244,387,234,234,234
244,391,234,234,234

244,377,217,217,217
245,377,217,217,217

244,377,217,217,217
241,374,217,217,217

244,377,217,217,217
246,382,217,217,217

244,312,221,221,221
243,314,221,221,221

244,312,221,221,221
246,313,221,221,221

244,312,221,221,221
241,312,221,221,221

244,278,204,204,204
243,277,204,204,204

244,278,204,204,204
245,279,204,204,204

244,278,204,204,204
249,279,204,204,204

244,228,222,222,222
242,230,222,222,222

244,228,222,222,222
243,225,222,222,222

244,228,222,222,222
243,232,222,222,222

244,207,158,158,158
238,205,158,158,158

244,207,158,158,158
238,203,158,158,158

244,207,158,158,158
248,214,158,158,158

244,196,84,84,84
249,197,84,84,84

244,196,84,84,84
242,190,84,84,84

244,196,84,84,84
246,189,84,84,84

245,563,232,232,232
245,560,232,232,232

245,563,232,232,232
245,559,232,232,232

245,563,232,232,232
242,559,232,232,232

245,560,234,234,234
245,559,234,234,234

245,560,234,234,234
243,558,234,234,234

245,560,234,234,234
245,563,234,234,234

245,559,195,195,195
245,560,195,195,195

245,559,195,195,195
243,558,195,195,195

245,559,195,195,195
242,559,195,195,195

245,536,125,125,125
242,537,125,125,125

245,536,125,125,125
237,537,125,125,125

245,536,125,125,125
236,538,125,125,125

245,526,192,192,192
241,525,192,192,192

245,526,192,192,192
249,527,192,192,192

245,526,192,192,192
239,525,192,192,192

245,499,224,224,224
244,497,224,224,224

245,499,224,224,224
242,497,224,224,224

245,499,224,224,224
248,497,224,224,224

245,494,222,222,222
244,494,222,222,222

245,494,222,222,222
244,495,222,222,222

245,494,222,222,222
242,495,222,222,222

245,476,210,210,210
243,476,210,210,210

245,476,210,210,210
243,473,210,210,210

245,476,210,210,210
250,472,210,210,210

245,395,244,244,244
242,395,244,244,244

245,395,244,244,244
244,392,244,244,244

245,395,244,244,244
244,391,244,244,244

245,377,219,219,219
244,377,219,219,219

245,377,219,219,219
241,374,219,219,219

245,377,219,219,219
246,382,219,219,219

245,279,204,204,204
244,278,204,204,204

245,279,204,204,204
243,277,204,204,204

245,279,204,204,204
249,279,204,204,204

246,384,240,240,240
246,382,240,240,240

246,384,240,240,240
247,386,240,240,240

246,384,240,240,240
244,387,240,240,240

246,382,238,238,238
246,384,238,238,238

246,382,238,238,238
247,386,238,238,238

246,382,238,238,238
245,377,238,238,238

246,313,218,218,218
244,312,218,218,218

246,313,218,218,218
247,315,218,218,218

246,313,218,218,218
243,314,218,218,218

246,189,113,113,113
242,190,113,113,113

246,189,113,113,113
244,196,113,113,113

246,189,113,113,113
249,197,113,113,113

247,467,241,241,241
250,472,241,241,241

247,467,241,241,241
248,461,241,241,241

247,467,241,241,241
252,463,241,241,241

247,391,214,214,214
244,391,214,214,214

247,391,214,214,214
244,392,214,214,214

247,391,214,214,214
245,395,214,214,214

247,386,233,233,233
246,384,233,233,233

247,386,233,233,233
244,387,233,233,233

247,386,233,233,233
246,382,233,233,233

247,315,227,227,227
246,313,227,227,227

247,315,227,227,227
250,313,227,227,227

247,315,227,227,227
243,314,227,227,227

247,308,226,226,226
251,308,226,226,226

247,308,226,226,226
244,312,226,226,226

247,308,226,226,226
246,313,226,226,226

247,263,140,140,140
240,266,140,140,140

247,263,140,140,140
254,266,140,140,140

247,263,140,140,140
255,266,140,140,140

247,220,172,172,172
248,214,172,172,172

247,220,172,172,172
241,218,172,172,172

247,220,172,172,172
243,225,172,172,172

248,497,231,231,231
245,499,231,231,231

248,497,231,231,231
244,497,231,231,231

248,497,231,231,231
245,494,231,231,231

248,461,239,239,239
249,458,239,239,239

248,461,239,239,239
252,462,239,239,239

248,461,239,239,239
250,457,239,239,239

248,330,189,189,189
250,332,189,189,189

248,330,189,189,189
254,331,189,189,189

248,330,189,189,189
241,331,189,189,189

248,214,125,125,125
247,220,125,125,125

248,214,125,125,125
241,218,125,125,125

248,214,125,125,125
244,207,125,125,125

249,527,201,201,201
245,526,201,201,201

249,527,201,201,201
241,525,201,201,201

249,527,201,201,201
245,536,201,201,201

249,508,163,163,163
243,507,163,163,163

249,508,163,163,163
245,499,163,163,163

249,508,163,163,163
244,517,163,163,163

249,458,243,243,243
250,457,243,243,243

249,458,243,243,243
249,456,243,243,243

249,458,243,243,243
249,455,243,243,243

249,456,221,221,221
249,455,221,221,221

249,456,221,221,221
250,457,221,221,221

249,456,221,221,221
249,458,221,221,221

249,455,219,219,219
249,456,219,219,219

249,455,219,219,219
250,457,219,219,219

249,455,219,219,219
249,458,219,219,219

249,444,217,217,217
250,446,217,217,217

249,444,217,217,217
253,444,217,217,217

249,444,217,217,217
250,449,217,217,217

249,279,155,155,155
250,278,155,155,155

249,279,155,155,155
251,277,155,155,155

249,279,155,155,155
245,279,155,155,155

249,197,108,108,108
244,196,108,108,108

249,197,108,108,108
246,189,108,108,108

249,197,108,108,108
242,190,108,108,108

250,562,213,213,213
251,565,213,213,213

250,562,213,213,213
245,563,213,213,213

250,562,213,213,213
245,560,213,213,213

250,472,165,165,165
253,471,165,165,165

250,472,165,165,165
254,472,165,165,165

250,472,165,165,165
254,469,165,165,165

250,457,216,216,216
249,458,216,216,216

250,457,216,216,216
249,456,216,216,216

250,457,216,216,216
249,455,216,216,216

250,449,228,228,228
250,446,228,228,228

250,449,228,228,228
252,452,228,228,228

250,449,228,228,228
253,452,228,228,228

250,446,232,232,232
249,444,232,232,232

250,446,232,232,232
250,449,232,232,232

250,446,232,232,232
253,444,232,232,232

250,332,176,176,176
248,330,176,176,176

250,332,176,176,176
254,331,176,176,176

250,332,176,176,176
255,335,176,176,176

250,313,217,217,217
247,315,217,217,217

250,313,217,217,217
246,313,217,217,217

250,313,217,217,217
253,316,217,217,217

250,278,149,149,149
249,279,149,149,149

250,278,149,149,149
251,277,149,149,149

250,278,149,149,149
245,279,149,149,149

251,565,205,205,205
250,562,205,205,205

251,565,205,205,205
253,568,205,205,205

251,565,205,205,205
255,564,205,205,205

251,547,110,110,110
254,545,110,110,110

251,547,110,110,110
259,539,110,110,110

251,547,110,110,110
259,538,110,110,110

251,308,214,214,214
254,306,214,214,214

251,308,214,214,214
247,308,214,214,214

251,308,214,214,214
255,308,214,214,214

251,277,142,142,142
250,278,142,142,142

251,277,142,142,142
249,279,142,142,142

251,277,142,142,142
245,279,142,142,142

252,463,234,234,234
252,462,234,234,234

252,463,234,234,234
253,461,234,234,234

252,463,234,234,234
254,461,234,234,234

252,462,228,228,228
252,463,228,228,228

252,462,228,228,228
253,461,228,228,228

252,462,228,228,228
254,461,228,228,228

252,452,233,233,233
253,452,233,233,233

252,452,233,233,233
250,449,233,233,233

252,452,233,233,233
249,455,233,233,233

252,411,198,198,198
254,406,198,198,198

252,411,198,198,198
258,413,198,198,198

252,411,198,198,198
255,405,198,198,198

252,403,166,166,166
254,406,166,166,166

252,403,166,166,166
255,405,166,166,166

252,403,166,166,166
257,405,166,166,166

253,569,208,208,208
253,568,208,208,208

253,569,208,208,208
251,565,208,208,208

253,569,208,208,208
258,570,208,208,208

253,568,227,227,227
253,569,227,227,227

253,568,227,227,227
251,565,227,227,227

253,568,227,227,227
255,564,227,227,227

253,471,238,238,238
254,472,238,238,238

253,471,238,238,238
254,469,238,238,238

253,471,238,238,238
255,472,238,238,238

253,461,227,227,227
254,461,227,227,227

253,461,227,227,227
252,462,227,227,227

253,461,227,227,227
252,463,227,227,227

253,452,238,238,238
252,452,238,238,238

253,452,238,238,238
250,449,238,238,238

253,452,238,238,238
249,455,238,238,238

253,444,245,245,245
256,444,245,245,245

253,444,245,245,245
250,446,245,245,245

253,444,245,245,245
249,444,245,245,245

253,425,203,203,203
255,421,203,203,203

253,425,203,203,203
256,430,203,203,203

253,425,203,203,203
258,413,203,203,203

253,384,223,223,223
254,385,223,223,223

253,384,223,223,223
256,383,223,223,223

253,384,223,223,223
259,384,223,223,223

253,375,194,194,194
245,377,194,194,194

253,375,194,194,194
256,383,194,194,194

253,375,194,194,194
253,384,194,194,194

253,339,151,151,151
255,336,151,151,151

253,339,151,151,151
255,335,151,151,151

253,339,151,151,151
257,336,151,151,151

253,316,197,197,197
255,313,197,197,197

253,316,197,197,197
250,313,197,197,197

253,316,197,197,197
247,315,197,197,197

254,545,179,179,179
251,547,179,179,179

254,545,179,179,179
259,539,179,179,179

254,545,179,179,179
259,538,179,179,179

254,472,242,242,242
255,472,242,242,242

254,472,242,242,242
253,471,242,242,242

254,472,242,242,242
254,469,242,242,242

254,469,234,234,234
253,471,234,234,234

254,469,234,234,234
254,472,234,234,234

254,469,234,234,234
255,472,234,234,234

254,461,246,246,246
253,461,246,246,246

254,461,246,246,246
254,459,246,246,246

254,461,246,246,246
252,462,246,246,246

254,459,236,236,236
254,461,236,236,236

254,459,236,236,236
253,461,236,236,236

254,459,236,236,236
252,462,236,236,236

254,406,242,242,242
255,405,242,242,242

254,406,242,242,242
257,405,242,242,242

254,406,242,242,242
252,403,242,242,242

254,395,234,234,234
256,393,234,234,234

254,395,234,234,234
255,392,234,234,234

254,395,234,234,234
256,398,234,234,234

254,385,215,215,215
253,384,215,215,215

254,385,215,215,215
256,383,215,215,215

254,385,215,215,215
257,389,215,215,215

254,331,132,132,132
250,332,132,132,132

254,331,132,132,132
255,335,132,132,132

254,331,132,132,132
255,336,132,132,132

254,306,214,214,214
255,308,214,214,214

254,306,214,214,214
251,308,214,214,214

254,306,214,214,214
255,313,214,214,214

254,266,181,181,181
255,266,181,181,181

254,266,181,181,181
256,263,181,181,181

254,266,181,181,181
259,264,181,181,181

255,564,206,206,206
251,565,206,206,206

255,564,206,206,206
253,568,206,206,206

255,564,206,206,206
250,562,206,206,206

255,472,235,235,235
254,472,235,235,235

255,472,235,235,235
253,471,235,235,235

255,472,235,235,235
257,470,235,235,235

255,465,221,221,221
252,463,221,221,221

255,465,221,221,221
254,469,221,221,221

255,465,221,221,221
254,461,221,221,221

255,421,228,228,228
253,425,228,228,228

255,421,228,228,228
258,413,228,228,228

255,421,228,228,228
256,430,228,228,228

255,405,246,246,246
254,406,246,246,246

255,405,246,246,246
257,405,246,246,246

255,405,246,246,246
252,403,246,246,246

255,392,239,239,239
256,393,239,239,239

255,392,239,239,239
254,395,239,239,239

255,392,239,239,239
257,389,239,239,239

255,336,85,85,85
255,335,85,85,85

255,336,85,85,85
257,336,85,85,85

255,336,85,85,85
253,339,85,85,85

255,335,135,135,135
255,336,135,135,135

255,335,135,135,135
257,336,135,135,135

255,335,135,135,135
254,331,135,135,135

255,313,192,192,192
253,316,192,192,192

255,313,192,192,192
250,313,192,192,192

255,313,192,192,192
255,308,192,192,192

255,308,213,213,213
254,306,213,213,213

255,308,213,213,213
251,308,213,213,213

255,308,213,213,213
255,313,213,213,213

255,266,178,178,178
254,266,178,178,178

255,266,178,178,178
256,263,178,178,178

255,266,178,178,178
259,264,178,178,178

256,444,239,239,239
257,444,239,239,239

256,444,239,239,239
253,444,239,239,239

256,444,239,239,239
260,446,239,239,239

256,430,175,175,175
253,425,175,175,175

256,430,175,175,175
255,421,175,175,175

256,430,175,175,175
256,444,175,175,175

256,398,240,240,240
258,396,240,240,240

256,398,240,240,240
257,401,240,240,240

256,398,240,240,240
254,395,240,240,240

256,393,229,229,229
255,392,229,229,229

256,393,229,229,229
254,395,229,229,229

256,393,229,229,229
259,393,229,229,229

256,383,214,214,214
254,385,214,214,214

256,383,214,214,214
253,384,214,214,214

256,383,214,214,214
259,384,214,214,214

256,263,190,190,190
255,266,190,190,190

256,263,190,190,190
259,264,190,190,190

256,263,190,190,190
254,266,190,190,190

257,534,185,185,185
259,538,185,185,185

257,534,185,185,185
259,539,185,185,185

257,534,185,185,185
263,533,185,185,185

257,480,229,229,229
259,483,229,229,229

257,480,229,229,229
261,478,229,229,229

257,480,229,229,229
264,481,229,229,229

257,470,224,224,224
255,472,224,224,224

257,470,224,224,224
254,469,224,224,224

257,470,224,224,224
254,472,224,224,224

257,444,198,198,198
256,444,198,198,198

257,444,198,198,198
260,446,198,198,198

257,444,198,198,198
253,444,198,198,198

257,405,211,211,211
255,405,211,211,211

257,405,211,211,211
254,406,211,211,211

257,405,211,211,211
257,401,211,211,211

257,401,244,244,244
256,398,244,244,244

257,401,244,244,244
257,405,244,244,244

257,401,244,244,244
255,405,244,244,244

257,389,222,222,222
258,389,222,222,222

257,389,222,222,222
260,390,222,222,222

257,389,222,222,222
255,392,222,222,222

257,336,128,128,128
255,336,128,128,128

257,336,128,128,128
255,335,128,128,128

257,336,128,128,128
253,339,128,128,128

258,570,166,166,166
253,569,166,166,166

258,570,166,166,166
253,568,166,166,166

258,570,166,166,166
255,564,166,166,166

258,413,186,186,186
252,411,186,186,186

258,413,186,186,186
254,406,186,186,186

258,413,186,186,186
257,405,186,186,186

258,396,231,231,231
256,398,231,231,231

258,396,231,231,231
260,394,231,231,231

258,396,231,231,231
259,393,231,231,231

258,389,225,225,225
257,389,225,225,225

258,389,225,225,225
260,390,225,225,225

258,389,225,225,225
259,393,225,225,225

259,539,224,224,224
259,538,224,224,224

259,539,224,224,224
257,534,224,224,224

259,539,224,224,224
263,533,224,224,224

259,538,236,236,236
259,539,236,236,236

259,538,236,236,236
257,534,236,236,236

259,538,236,236,236
263,533,236,236,236

259,483,220,220,220
257,480,220,220,220

259,483,220,220,220
262,487,220,220,220

259,483,220,220,220
261,478,220,220,220

259,393,213,213,213
260,394,213,213,213

259,393,213,213,213
256,393,213,213,213

259,393,213,213,213
258,396,213,213,213

259,384,94,94,94
256,383,94,94,94

259,384,94,94,94
254,385,94,94,94

259,384,94,94,94
258,389,94,94,94

259,264,208,208,208
256,263,208,208,208

259,264,208,208,208
262,263,208,208,208

259,264,208,208,208
255,266,208,208,208

260,446,105,105,105
257,444,105,105,105

260,446,105,105,105
256,444,105,105,105

260,446,105,105,105
253,444,105,105,105

260,394,148,148,148
259,393,148,148,148

260,394,148,148,148
258,396,148,148,148

260,394,148,148,148
260,390,148,148,148

260,390,64,64,64
258,389,64,64,64

260,390,64,64,64
257,389,64,64,64

260,390,64,64,64
259,393,64,64,64

260,256,172,172,172
266,257,172,172,172

260,256,172,172,172
266,255,172,172,172

260,256,172,172,172
263,262,172,172,172

261,478,181,181,181
264,481,181,181,181

261,478,181,181,181
257,480,181,181,181

261,478,181,181,181
259,483,181,181,181

261,344,138,138,138
257,336,138,138,138

261,344,138,138,138
253,339,138,138,138

261,344,138,138,138
255,336,138,138,138

261,275,184,184,184
266,277,184,184,184

261,275,184,184,184
267,278,184,184,184

261,275,184,184,184
263,282,184,184,184

261,247,203,203,203
265,246,203,203,203

261,247,203,203,203
264,244,203,203,203

261,247,203,203,203
263,241,203,203,203

261,237,185,185,185
261,233,185,185,185

261,237,185,185,185
263,241,185,185,185

261,237,185,185,185
265,241,185,185,185

261,233,179,179,179
261,237,179,179,179

261,233,179,179,179
266,234,179,179,179

261,233,179,179,179
262,225,179,179,179

261,207,168,168,168
264,209,168,168,168

261,207,168,168,168
266,216,168,168,168

261,207,168,168,168
265,218,168,168,168

262,529,179,179,179
264,528,179,179,179

262,529,179,179,179
263,533,179,179,179

262,529,179,179,179
266,527,179,179,179

262,487,234,234,234
264,487,234,234,234

262,487,234,234,234
259,483,234,234,234

262,487,234,234,234
264,481,234,234,234

262,321,199,199,199
264,322,199,199,199

262,321,199,199,199
263,317,199,199,199

262,321,199,199,199
267,322,199,199,199

262,312,183,183,183
265,313,183,183,183

262,312,183,183,183
264,315,183,183,183

262,312,183,183,183
265,316,183,183,183

262,263,177,177,177
263,262,177,177,177

262,263,177,177,177
259,264,177,177,177

262,263,177,177,177
264,266,177,177,177

262,225,196,196,196
262,220,196,196,196

262,225,196,196,196
268,226,196,196,196

262,225,196,196,196
268,227,196,196,196

262,220,181,181,181
265,218,181,181,181

262,220,181,181,181
262,225,181,181,181

262,220,181,181,181
266,216,181,181,181

263,533,212,212,212
262,529,212,212,212

263,533,212,212,212
267,534,212,212,212

263,533,212,212,212
264,528,212,212,212

263,317,193,193,193
264,315,193,193,193

263,317,193,193,193
265,316,193,193,193

263,317,193,193,193
262,321,193,193,193

263,282,196,196,196
266,285,196,196,196

263,282,196,196,196
267,278,196,196,196

263,282,196,196,196
266,277,196,196,196

263,262,179,179,179
262,263,179,179,179

263,262,179,179,179
266,264,179,179,179

263,262,179,179,179
264,266,179,179,179

263,241,178,178,178
265,241,178,178,178

263,241,178,178,178
264,244,178,178,178

263,241,178,178,178
267,240,178,178,178

264,528,241,241,241
262,529,241,241,241

264,528,241,241,241
266,527,241,241,241

264,528,241,241,241
265,525,241,241,241

