#i,j,r,g,b

554,121,201,201,201
550,117,201,201,201

554,31,236,236,236
552,35,236,236,236

554,31,236,236,236
550,28,236,236,236

554,31,236,236,236
554,26,236,236,236

554,26,239,239,239
552,25,239,239,239

554,26,239,239,239
554,23,239,239,239

554,26,239,239,239
554,22,239,239,239

554,23,237,237,237
554,22,237,237,237

554,23,237,237,237
552,25,237,237,237

554,23,237,237,237
552,21,237,237,237

554,22,234,234,234
554,23,234,234,234

554,22,234,234,234
552,21,234,234,234

554,22,234,234,234
551,22,234,234,234

555,392,186,186,186
556,390,186,186,186

555,392,186,186,186
552,394,186,186,186

555,392,186,186,186
556,388,186,186,186

555,379,175,175,175
554,376,175,175,175

555,379,175,175,175
556,382,175,175,175

555,379,175,175,175
556,376,175,175,175

555,364,194,194,194
552,361,194,194,194

555,364,194,194,194
553,368,194,194,194

555,364,194,194,194
553,359,194,194,194

555,188,152,152,152
558,190,152,152,152

555,188,152,152,152
556,184,152,152,152

555,188,152,152,152
557,192,152,152,152

555,174,244,244,244
553,174,244,244,244

555,174,244,244,244
558,170,244,244,244

555,174,244,244,244
559,178,244,244,244

555,166,221,221,221
553,165,221,221,221

555,166,221,221,221
557,165,221,221,221

555,166,221,221,221
553,168,221,221,221

555,149,243,243,243
555,145,243,243,243

555,149,243,243,243
553,145,243,243,243

555,149,243,243,243
551,152,243,243,243

555,145,248,248,248
553,145,248,248,248

555,145,248,248,248
553,144,248,248,248

555,145,248,248,248
553,142,248,248,248

555,139,239,239,239
552,140,239,239,239

555,139,239,239,239
553,142,239,239,239

555,139,239,239,239
558,137,239,239,239

556,390,197,197,197
556,388,197,197,197

556,390,197,197,197
555,392,197,197,197

556,390,197,197,197
554,387,197,197,197

556,388,199,199,199
556,390,199,199,199

556,388,199,199,199
554,387,199,199,199

556,388,199,199,199
555,392,199,199,199

556,382,188,188,188
555,379,188,188,188

556,382,188,188,188
552,383,188,188,188

556,382,188,188,188
554,387,188,188,188

556,376,184,184,184
554,376,184,184,184

556,376,184,184,184
555,379,184,184,184

556,376,184,184,184
553,373,184,184,184

556,184,228,228,228
554,183,228,228,228

556,184,228,228,228
558,183,228,228,228

556,184,228,228,228
556,181,228,228,228

556,181,236,236,236
554,183,236,236,236

556,181,236,236,236
558,183,236,236,236

556,181,236,236,236
556,184,236,236,236

556,155,208,208,208
551,152,208,208,208

556,155,208,208,208
555,149,208,208,208

556,155,208,208,208
554,161,208,208,208

557,193,215,215,215
557,192,215,215,215

557,193,215,215,215
558,190,215,215,215

557,193,215,215,215
560,194,215,215,215

557,192,217,217,217
557,193,217,217,217

557,192,217,217,217
558,190,217,217,217

557,192,217,217,217
560,194,217,217,217

557,165,204,204,204
555,166,204,204,204

557,165,204,204,204
559,167,204,204,204

557,165,204,204,204
559,163,204,204,204

557,43,216,216,216
559,42,216,216,216

557,43,216,216,216
557,39,216,216,216

557,43,216,216,216
561,46,216,216,216

557,39,231,231,231
558,38,231,231,231

557,39,231,231,231
559,42,231,231,231

557,39,231,231,231
557,43,231,231,231

558,190,216,216,216
560,190,216,216,216

558,190,216,216,216
557,192,216,216,216

558,190,216,216,216
557,193,216,216,216

558,183,216,216,216
556,184,216,216,216

558,183,216,216,216
556,181,216,216,216

558,183,216,216,216
554,183,216,216,216

558,170,195,195,195
559,167,195,195,195

558,170,195,195,195
555,174,195,195,195

558,170,195,195,195
555,166,195,195,195

558,137,184,184,184
555,139,184,184,184

558,137,184,184,184
552,140,184,184,184

558,137,184,184,184
553,142,184,184,184

558,38,237,237,237
557,39,237,237,237

558,38,237,237,237
559,42,237,237,237

558,38,237,237,237
562,39,237,237,237

558,20,233,233,233
554,22,233,233,233

558,20,233,233,233
554,23,233,233,233

558,20,233,233,233
553,19,233,233,233

559,225,160,160,160
561,225,160,160,160

559,225,160,160,160
561,227,160,160,160

559,225,160,160,160
563,228,160,160,160

559,219,222,222,222
563,221,222,222,222

559,219,222,222,222
564,220,222,222,222

559,219,222,222,222
559,225,222,222,222

559,213,214,214,214
562,213,214,214,214

559,213,214,214,214
560,208,214,214,214

559,213,214,214,214
559,219,214,214,214

559,199,217,217,217
562,198,217,217,217

559,199,217,217,217
563,198,217,217,217

559,199,217,217,217
560,194,217,217,217

559,178,208,208,208
561,175,208,208,208

559,178,208,208,208
556,181,208,208,208

559,178,208,208,208
562,181,208,208,208

559,167,209,209,209
557,165,209,209,209

559,167,209,209,209
558,170,209,209,209

559,167,209,209,209
559,163,209,209,209

559,163,241,241,241
560,161,241,241,241

559,163,241,241,241
557,165,241,241,241

559,163,241,241,241
559,167,241,241,241

559,42,237,237,237
557,43,237,237,237

559,42,237,237,237
557,39,237,237,237

559,42,237,237,237
562,40,237,237,237

559,29,236,236,236
562,28,236,236,236

559,29,236,236,236
560,25,236,236,236

559,29,236,236,236
561,33,236,236,236

560,417,165,165,165
563,415,165,165,165

560,417,165,165,165
562,422,165,165,165

560,417,165,165,165
564,421,165,165,165

560,408,172,172,172
560,407,172,172,172

560,408,172,172,172
562,408,172,172,172

560,408,172,172,172
564,408,172,172,172

560,407,149,149,149
560,408,149,149,149

560,407,149,149,149
562,408,149,149,149

560,407,149,149,149
564,408,149,149,149

560,400,208,208,208
564,400,208,208,208

560,400,208,208,208
561,394,208,208,208

560,400,208,208,208
565,404,208,208,208

560,391,178,178,178
562,392,178,178,178

560,391,178,178,178
561,394,178,178,178

560,391,178,178,178
556,390,178,178,178

560,208,212,212,212
563,207,212,212,212

560,208,212,212,212
564,205,212,212,212

560,208,212,212,212
559,213,212,212,212

560,194,238,238,238
561,193,238,238,238

560,194,238,238,238
557,193,238,238,238

560,194,238,238,238
557,192,238,238,238

560,190,235,235,235
558,190,235,235,235

560,190,235,235,235
562,190,235,235,235

560,190,235,235,235
561,193,235,235,235

560,161,222,222,222
559,163,222,222,222

560,161,222,222,222
557,165,222,222,222

560,161,222,222,222
554,161,222,222,222

560,25,233,233,233
562,28,233,233,233

560,25,233,233,233
559,29,233,233,233

560,25,233,233,233
558,20,233,233,233

561,394,185,185,185
562,392,185,185,185

561,394,185,185,185
560,391,185,185,185

561,394,185,185,185
560,400,185,185,185

561,227,210,210,210
561,225,210,210,210

561,227,210,210,210
563,228,210,210,210

561,227,210,210,210
559,225,210,210,210

561,225,222,222,222
559,225,222,222,222

561,225,222,222,222
561,227,222,222,222

561,225,222,222,222
563,228,222,222,222

561,193,247,247,247
560,194,247,247,247

561,193,247,247,247
563,191,247,247,247

561,193,247,247,247
560,190,247,247,247

561,175,240,240,240
559,178,240,240,240

561,175,240,240,240
558,170,240,240,240

561,175,240,240,240
555,174,240,240,240

561,46,233,233,233
563,49,233,233,233

561,46,233,233,233
559,42,233,233,233

561,46,233,233,233
557,43,233,233,233

561,33,243,243,243
559,29,243,243,243

561,33,243,243,243
562,28,243,243,243

561,33,243,243,243
565,29,243,243,243

562,422,179,179,179
563,422,179,179,179

562,422,179,179,179
564,421,179,179,179

562,422,179,179,179
566,419,179,179,179

562,408,145,145,145
560,408,145,145,145

562,408,145,145,145
564,408,145,145,145

562,408,145,145,145
560,407,145,145,145

562,392,143,143,143
560,391,143,143,143

562,392,143,143,143
561,394,143,143,143

562,392,143,143,143
556,390,143,143,143

562,213,232,232,232
559,213,232,232,232

562,213,232,232,232
565,214,232,232,232

562,213,232,232,232
560,208,232,232,232

562,198,235,235,235
563,198,235,235,235

562,198,235,235,235
559,199,235,235,235

562,198,235,235,235
565,199,235,235,235

562,190,241,241,241
563,191,241,241,241

562,190,241,241,241
560,190,241,241,241

562,190,241,241,241
564,191,241,241,241

562,181,237,237,237
559,178,237,237,237

562,181,237,237,237
558,183,237,237,237

562,181,237,237,237
556,181,237,237,237

562,40,240,240,240
562,39,240,240,240

562,40,240,240,240
563,40,240,240,240

562,40,240,240,240
559,42,240,240,240

562,39,239,239,239
562,40,239,239,239

562,39,239,239,239
563,40,239,239,239

562,39,239,239,239
558,38,239,239,239

562,28,237,237,237
559,29,237,237,237

562,28,237,237,237
565,29,237,237,237

562,28,237,237,237
560,25,237,237,237

563,422,163,163,163
562,422,163,163,163

563,422,163,163,163
564,421,163,163,163

563,422,163,163,163
566,419,163,163,163

563,415,183,183,183
560,417,183,183,183

563,415,183,183,183
566,419,183,183,183

563,415,183,183,183
568,414,183,183,183

563,228,216,216,216
561,227,216,216,216

563,228,216,216,216
561,225,216,216,216

563,228,216,216,216
566,231,216,216,216

563,221,209,209,209
564,220,209,209,209

563,221,209,209,209
565,220,209,209,209

563,221,209,209,209
559,219,209,209,209

563,207,237,237,237
564,205,237,237,237

563,207,237,237,237
560,208,237,237,237

563,207,237,237,237
562,213,237,237,237

563,198,236,236,236
562,198,236,236,236

563,198,236,236,236
565,199,236,236,236

563,198,236,236,236
559,199,236,236,236

563,191,243,243,243
564,191,243,243,243

563,191,243,243,243
562,190,243,243,243

563,191,243,243,243
564,192,243,243,243

563,49,207,207,207
561,46,207,207,207

563,49,207,207,207
568,47,207,207,207

563,49,207,207,207
569,46,207,207,207

563,40,241,241,241
562,40,241,241,241

563,40,241,241,241
562,39,241,241,241

563,40,241,241,241
559,42,241,241,241

564,421,167,167,167
563,422,167,167,167

564,421,167,167,167
562,422,167,167,167

564,421,167,167,167
566,419,167,167,167

564,408,189,189,189
562,408,189,189,189

564,408,189,189,189
567,409,189,189,189

564,408,189,189,189
567,407,189,189,189

564,400,160,160,160
560,400,160,160,160

564,400,160,160,160
565,404,160,160,160

564,400,160,160,160
561,394,160,160,160

564,235,219,219,219
566,238,219,219,219

564,235,219,219,219
566,231,219,219,219

564,235,219,219,219
569,232,219,219,219

564,220,236,236,236
565,220,236,236,236

564,220,236,236,236
563,221,236,236,236

564,220,236,236,236
569,220,236,236,236

564,205,230,230,230
563,207,230,230,230

564,205,230,230,230
566,201,230,230,230

564,205,230,230,230
560,208,230,230,230

564,192,205,205,205
564,191,205,205,205

564,192,205,205,205
563,191,205,205,205

564,192,205,205,205
562,190,205,205,205

564,191,201,201,201
563,191,201,201,201

564,191,201,201,201
564,192,201,201,201

564,191,201,201,201
562,190,201,201,201

565,404,186,186,186
567,407,186,186,186

565,404,186,186,186
564,408,186,186,186

565,404,186,186,186
564,400,186,186,186

565,242,216,216,216
566,241,216,216,216

565,242,216,216,216
566,244,216,216,216

565,242,216,216,216
566,238,216,216,216

565,220,244,244,244
564,220,244,244,244

565,220,244,244,244
563,221,244,244,244

565,220,244,244,244
569,220,244,244,244

565,214,242,242,242
562,213,242,242,242

565,214,242,242,242
565,220,242,242,242

565,214,242,242,242
559,213,242,242,242

565,199,189,189,189
563,198,189,189,189

565,199,189,189,189
566,201,189,189,189

565,199,189,189,189
562,198,189,189,189

565,29,242,242,242
562,28,242,242,242

565,29,242,242,242
568,27,242,242,242

565,29,242,242,242
566,24,242,242,242

566,419,167,167,167
564,421,167,167,167

566,419,167,167,167
563,422,167,167,167

566,419,167,167,167
562,422,167,167,167

566,244,213,213,213
565,242,213,213,213

566,244,213,213,213
566,241,213,213,213

566,244,213,213,213
570,243,213,213,213

566,241,209,209,209
565,242,209,209,209

566,241,209,209,209
566,244,209,209,209

566,241,209,209,209
566,238,209,209,209

566,238,211,211,211
566,241,211,211,211

566,238,211,211,211
564,235,211,211,211

566,238,211,211,211
565,242,211,211,211

566,231,201,201,201
569,232,201,201,201

566,231,201,201,201
563,228,201,201,201

566,231,201,201,201
564,235,201,201,201

566,201,177,177,177
565,199,177,177,177

566,201,177,177,177
563,198,177,177,177

566,201,177,177,177
564,205,177,177,177

566,36,238,238,238
562,39,238,238,238

566,36,238,238,238
563,40,238,238,238

566,36,238,238,238
562,40,238,238,238

566,24,206,206,206
568,27,206,206,206

566,24,206,206,206
565,29,206,206,206

566,24,206,206,206
562,28,206,206,206

567,409,206,206,206
567,407,206,206,206

567,409,206,206,206
564,408,206,206,206

567,409,206,206,206
562,408,206,206,206

567,407,194,194,194
567,409,194,194,194

567,407,194,194,194
564,408,194,194,194

567,407,194,194,194
565,404,194,194,194

567,249,215,215,215
566,244,215,215,215

567,249,215,215,215
571,254,215,215,215

567,249,215,215,215
571,244,215,215,215

568,414,200,200,200
571,413,200,200,200

568,414,200,200,200
563,415,200,200,200

568,414,200,200,200
567,409,200,200,200

568,227,242,242,242
566,231,242,242,242

568,227,242,242,242
563,228,242,242,242

568,227,242,242,242
569,232,242,242,242

568,47,244,244,244
569,46,244,244,244

568,47,244,244,244
570,49,244,244,244

568,47,244,244,244
563,49,244,244,244

568,27,226,226,226
565,29,226,226,226

568,27,226,226,226
566,24,226,226,226

568,27,226,226,226
571,29,226,226,226

569,262,208,208,208
572,266,208,208,208

569,262,208,208,208
573,265,208,208,208

569,262,208,208,208
571,267,208,208,208

569,232,250,250,250
566,231,250,250,250

569,232,250,250,250
573,231,250,250,250

569,232,250,250,250
573,234,250,250,250

569,220,216,216,216
565,220,216,216,216

569,220,216,216,216
564,220,216,216,216

569,220,216,216,216
563,221,216,216,216

569,46,245,245,245
568,47,245,245,245

569,46,245,245,245
570,49,245,245,245

569,46,245,245,245
573,44,245,245,245

570,276,213,213,213
571,278,213,213,213

570,276,213,213,213
571,272,213,213,213

570,276,213,213,213
574,277,213,213,213

570,255,236,236,236
571,254,236,236,236

570,255,236,236,236
574,255,236,236,236

570,255,236,236,236
567,249,236,236,236

570,243,244,244,244
571,244,244,244,244

570,243,244,244,244
571,242,244,244,244

570,243,244,244,244
566,244,244,244,244

570,49,245,245,245
568,47,245,245,245

570,49,245,245,245
569,46,245,245,245

570,49,245,245,245
574,49,245,245,245

570,41,240,240,240
572,41,240,240,240

570,41,240,240,240
574,42,240,240,240

570,41,240,240,240
573,44,240,240,240

571,413,163,163,163
568,414,163,163,163

571,413,163,163,163
567,409,163,163,163

571,413,163,163,163
573,419,163,163,163

571,281,223,223,223
571,278,223,223,223

571,281,223,223,223
574,277,223,223,223

571,281,223,223,223
570,276,223,223,223

571,278,230,230,230
570,276,230,230,230

571,278,230,230,230
571,281,230,230,230

571,278,230,230,230
574,277,230,230,230

571,272,237,237,237
572,271,237,237,237

571,272,237,237,237
574,273,237,237,237

571,272,237,237,237
570,276,237,237,237

571,267,237,237,237
572,266,237,237,237

571,267,237,237,237
573,265,237,237,237

571,267,237,237,237
575,267,237,237,237

571,254,250,250,250
570,255,250,250,250

571,254,250,250,250
574,255,250,250,250

571,254,250,250,250
577,254,250,250,250

571,244,246,246,246
570,243,246,246,246

571,244,246,246,246
571,242,246,246,246

571,244,246,246,246
566,244,246,246,246

571,242,240,240,240
570,243,240,240,240

571,242,240,240,240
571,244,240,240,240

571,242,240,240,240
566,241,240,240,240

571,56,227,227,227
574,53,227,227,227

571,56,227,227,227
576,58,227,227,227

571,56,227,227,227
574,50,227,227,227

571,29,203,203,203
568,27,203,203,203

571,29,203,203,203
572,33,203,203,203

571,29,203,203,203
565,29,203,203,203

572,271,238,238,238
571,272,238,238,238

572,271,238,238,238
574,273,238,238,238

572,271,238,238,238
571,267,238,238,238

572,266,236,236,236
571,267,236,236,236

572,266,236,236,236
573,265,236,236,236

572,266,236,236,236
575,267,236,236,236

572,41,236,236,236
570,41,236,236,236

572,41,236,236,236
574,42,236,236,236

572,41,236,236,236
573,44,236,236,236

572,33,225,225,225
571,29,225,225,225

572,33,225,225,225
573,37,225,225,225

572,33,225,225,225
576,35,225,225,225

573,419,205,205,205
575,421,205,205,205

573,419,205,205,205
574,425,205,205,205

573,419,205,205,205
571,413,205,205,205

573,296,216,216,216
574,296,216,216,216

573,296,216,216,216
575,294,216,216,216

573,296,216,216,216
576,296,216,216,216

573,265,232,232,232
572,266,232,232,232

573,265,232,232,232
571,267,232,232,232

573,265,232,232,232
575,267,232,232,232

573,234,151,151,151
573,231,151,151,151

573,234,151,151,151
569,232,151,151,151

573,234,151,151,151
566,231,151,151,151

573,231,94,94,94
573,234,94,94,94

573,231,94,94,94
569,232,94,94,94

573,231,94,94,94
568,227,94,94,94

573,136,232,232,232
574,137,232,232,232

573,136,232,232,232
575,133,232,232,232

573,136,232,232,232
573,131,232,232,232

573,131,232,232,232
573,129,232,232,232

573,131,232,232,232
575,133,232,232,232

573,131,232,232,232
577,131,232,232,232

573,129,228,228,228
573,131,228,228,228

573,129,228,228,228
575,133,228,228,228

573,129,228,228,228
577,131,228,228,228

573,44,236,236,236
574,42,236,236,236

573,44,236,236,236
572,41,236,236,236

573,44,236,236,236
575,47,236,236,236

573,37,236,236,236
576,38,236,236,236

573,37,236,236,236
576,35,236,236,236

573,37,236,236,236
572,41,236,236,236

574,425,155,155,155
577,426,155,155,155

574,425,155,155,155
575,421,155,155,155

574,425,155,155,155
576,429,155,155,155

574,296,215,215,215
573,296,215,215,215

574,296,215,215,215
576,296,215,215,215

574,296,215,215,215
575,294,215,215,215

574,291,206,206,206
575,294,206,206,206

574,291,206,206,206
574,296,206,206,206

574,291,206,206,206
573,296,206,206,206

574,277,228,228,228
574,275,228,228,228

574,277,228,228,228
571,278,228,228,228

574,277,228,228,228
577,276,228,228,228

574,275,220,220,220
574,277,220,220,220

574,275,220,220,220
574,273,220,220,220

574,275,220,220,220
577,275,220,220,220

574,273,219,219,219
574,275,219,219,219

574,273,219,219,219
572,271,219,219,219

574,273,219,219,219
571,272,219,219,219

574,255,228,228,228
571,254,228,228,228

574,255,228,228,228
577,254,228,228,228

574,255,228,228,228
570,255,228,228,228

574,137,247,247,247
573,136,247,247,247

574,137,247,247,247
577,139,247,247,247

574,137,247,247,247
575,133,247,247,247

574,53,245,245,245
574,50,245,245,245

574,53,245,245,245
577,52,245,245,245

574,53,245,245,245
574,49,245,245,245

574,50,239,239,239
574,49,239,239,239

574,50,239,239,239
574,53,239,239,239

574,50,239,239,239
575,47,239,239,239

574,49,237,237,237
574,50,237,237,237

574,49,237,237,237
575,47,237,237,237

574,49,237,237,237
570,49,237,237,237

574,42,236,236,236
572,41,236,236,236

574,42,236,236,236
573,44,236,236,236

574,42,236,236,236
577,40,236,236,236

575,421,176,176,176
573,419,176,176,176

575,421,176,176,176
574,425,176,176,176

575,421,176,176,176
577,426,176,176,176

575,294,204,204,204
574,296,204,204,204

575,294,204,204,204
576,296,204,204,204

575,294,204,204,204
573,296,204,204,204

575,267,228,228,228
573,265,228,228,228

575,267,228,228,228
572,266,228,228,228

575,267,228,228,228
571,267,228,228,228

575,133,239,239,239
573,131,239,239,239

575,133,239,239,239
577,131,239,239,239

575,133,239,239,239
578,134,239,239,239

575,47,241,241,241
574,49,241,241,241

575,47,241,241,241
577,45,241,241,241

575,47,241,241,241
574,50,241,241,241

576,439,124,124,124
579,435,124,124,124

576,439,124,124,124
579,432,124,124,124

576,439,124,124,124
576,429,124,124,124

576,429,162,162,162
577,426,162,162,162

576,429,162,162,162
579,432,162,162,162

576,429,162,162,162
574,425,162,162,162

576,296,204,204,204
574,296,204,204,204

576,296,204,204,204
575,294,204,204,204

576,296,204,204,204
573,296,204,204,204

576,284,207,207,207
577,285,207,207,207

576,284,207,207,207
577,283,207,207,207

576,284,207,207,207
579,284,207,207,207

576,150,240,240,240
578,156,240,240,240

576,150,240,240,240
578,144,240,240,240

576,150,240,240,240
581,145,240,240,240

576,58,231,231,231
578,59,231,231,231

576,58,231,231,231
578,56,231,231,231

576,58,231,231,231
578,61,231,231,231

576,38,234,234,234
577,40,234,234,234

576,38,234,234,234
577,36,234,234,234

576,38,234,234,234
576,35,234,234,234

576,35,220,220,220
577,35,220,220,220

576,35,220,220,220
577,36,220,220,220

576,35,220,220,220
576,38,220,220,220

577,426,180,180,180
574,425,180,180,180

577,426,180,180,180
576,429,180,180,180

577,426,180,180,180
575,421,180,180,180

577,301,204,204,204
578,303,204,204,204

577,301,204,204,204
580,304,204,204,204

577,301,204,204,204
581,299,204,204,204

577,285,218,218,218
576,284,218,218,218

577,285,218,218,218
577,283,218,218,218

577,285,218,218,218
579,285,218,218,218

577,283,222,222,222
576,284,222,222,222

577,283,222,222,222
577,285,222,222,222

577,283,222,222,222
579,284,222,222,222

577,276,227,227,227
577,275,227,227,227

577,276,227,227,227
574,277,227,227,227

577,276,227,227,227
574,275,227,227,227

577,275,226,226,226
577,276,226,226,226

577,275,226,226,226
574,275,226,226,226

577,275,226,226,226
574,277,226,226,226

577,254,180,180,180
574,255,180,180,180

577,254,180,180,180
571,254,180,180,180

577,254,180,180,180
570,255,180,180,180

577,139,232,232,232
580,138,232,232,232

577,139,232,232,232
574,137,232,232,232

577,139,232,232,232
579,136,232,232,232

577,131,243,243,243
575,133,243,243,243

577,131,243,243,243
578,134,243,243,243

577,131,243,243,243
580,133,243,243,243

577,52,231,231,231
579,51,231,231,231

577,52,231,231,231
574,53,231,231,231

577,52,231,231,231
574,50,231,231,231

577,45,232,232,232
575,47,232,232,232

577,45,232,232,232
573,44,232,232,232

577,45,232,232,232
574,42,232,232,232

577,40,228,228,228
576,38,228,228,228

577,40,228,228,228
574,42,228,228,228

577,40,228,228,228
577,36,228,228,228

577,36,208,208,208
577,35,208,208,208

577,36,208,208,208
576,35,208,208,208

577,36,208,208,208
576,38,208,208,208

577,35,180,180,180
576,35,180,180,180

577,35,180,180,180
577,36,180,180,180

577,35,180,180,180
576,38,180,180,180

578,303,222,222,222
577,301,222,222,222

578,303,222,222,222
580,304,222,222,222

578,303,222,222,222
581,305,222,222,222

578,280,230,230,230
577,283,230,230,230

578,280,230,230,230
577,276,230,230,230

578,280,230,230,230
579,284,230,230,230

578,264,163,163,163
575,267,163,163,163

578,264,163,163,163
573,265,163,163,163

578,264,163,163,163
572,266,163,163,163

578,156,235,235,235
579,157,235,235,235

578,156,235,235,235
579,159,235,235,235

578,156,235,235,235
576,150,235,235,235

578,144,239,239,239
581,145,239,239,239

578,144,239,239,239
577,139,239,239,239

578,144,239,239,239
583,146,239,239,239

578,134,235,235,235
579,136,235,235,235

578,134,235,235,235
580,133,235,235,235

578,134,235,235,235
575,133,235,235,235

578,61,239,239,239
578,59,239,239,239

578,61,239,239,239
579,64,239,239,239

578,61,239,239,239
576,58,239,239,239

578,59,237,237,237
578,61,237,237,237

578,59,237,237,237
576,58,237,237,237

578,59,237,237,237
578,56,237,237,237

578,56,232,232,232
576,58,232,232,232

578,56,232,232,232
578,59,232,232,232

578,56,232,232,232
581,58,232,232,232

579,435,99,99,99
579,432,99,99,99

579,435,99,99,99
576,439,99,99,99

579,435,99,99,99
576,429,99,99,99

579,432,124,124,124
579,435,124,124,124

579,432,124,124,124
576,429,124,124,124

579,432,124,124,124
577,426,124,124,124

579,285,229,229,229
579,284,229,229,229

579,285,229,229,229
577,285,229,229,229

579,285,229,229,229
577,283,229,229,229

579,284,229,229,229
579,285,229,229,229

579,284,229,229,229
577,285,229,229,229

579,284,229,229,229
577,283,229,229,229

579,159,221,221,221
579,157,221,221,221

579,159,221,221,221
578,156,221,221,221

579,159,221,221,221
583,161,221,221,221

579,157,234,234,234
578,156,234,234,234

579,157,234,234,234
579,159,234,234,234

579,157,234,234,234
583,161,234,234,234

579,136,237,237,237
580,137,237,237,237

579,136,237,237,237
578,134,237,237,237

579,136,237,237,237
580,138,237,237,237

579,64,238,238,238
578,61,238,238,238

579,64,238,238,238
582,67,238,238,238

579,64,238,238,238
578,59,238,238,238

579,51,235,235,235
577,52,235,235,235

579,51,235,235,235
583,51,235,235,235

579,51,235,235,235
574,50,235,235,235

580,304,214,214,214
581,305,214,214,214

580,304,214,214,214
578,303,214,214,214

580,304,214,214,214
582,306,214,214,214

580,138,232,232,232
580,137,232,232,232

580,138,232,232,232
581,138,232,232,232

580,138,232,232,232
579,136,232,232,232

580,137,230,230,230
580,138,230,230,230

580,137,230,230,230
579,136,230,230,230

580,137,230,230,230
581,138,230,230,230

580,133,236,236,236
582,133,236,236,236

580,133,236,236,236
578,134,236,236,236

580,133,236,236,236
579,136,236,236,236

581,305,211,211,211
580,304,211,211,211

581,305,211,211,211
582,306,211,211,211

581,305,211,211,211
583,305,211,211,211

581,299,214,214,214
577,301,214,214,214

581,299,214,214,214
578,303,214,214,214

581,299,214,214,214
580,304,214,214,214

581,291,210,210,210
581,289,210,210,210

581,291,210,210,210
579,285,210,210,210

581,291,210,210,210
575,294,210,210,210

581,289,211,211,211
581,291,211,211,211

581,289,211,211,211
579,285,211,211,211

581,289,211,211,211
579,284,211,211,211

581,145,226,226,226
583,146,226,226,226

581,145,226,226,226
578,144,226,226,226

581,145,226,226,226
585,141,226,226,226

581,138,231,231,231
580,138,231,231,231

581,138,231,231,231
580,137,231,231,231

581,138,231,231,231
579,136,231,231,231

581,71,230,230,230
581,70,230,230,230

581,71,230,230,230
582,67,230,230,230

581,71,230,230,230
587,74,230,230,230

581,70,241,241,241
581,71,241,241,241

581,70,241,241,241
582,67,241,241,241

581,70,241,241,241
579,64,241,241,241

581,58,225,225,225
583,58,225,225,225

581,58,225,225,225
578,59,225,225,225

581,58,225,225,225
578,56,225,225,225

582,311,201,201,201
582,309,201,201,201

582,311,201,201,201
585,309,201,201,201

582,311,201,201,201
582,306,201,201,201

582,309,207,207,207
582,311,207,207,207

582,309,207,207,207
582,306,207,207,207

582,309,207,207,207
585,309,207,207,207

582,306,207,207,207
581,305,207,207,207

582,306,207,207,207
583,305,207,207,207

582,306,207,207,207
583,304,207,207,207

582,133,210,210,210
580,133,210,210,210

582,133,210,210,210
578,134,210,210,210

582,133,210,210,210
579,136,210,210,210

582,67,237,237,237
581,70,237,237,237

582,67,237,237,237
581,71,237,237,237

582,67,237,237,237
579,64,237,237,237

583,333,176,176,176
586,337,176,176,176

583,333,176,176,176
588,337,176,176,176

583,333,176,176,176
589,328,176,176,176

583,320,208,208,208
584,321,208,208,208

583,320,208,208,208
583,316,208,208,208

583,320,208,208,208
587,320,208,208,208

583,316,204,204,204
583,320,204,204,204

583,316,204,204,204
582,311,204,204,204

583,316,204,204,204
584,321,204,204,204

583,305,197,197,197
583,304,197,197,197

583,305,197,197,197
582,306,197,197,197

583,305,197,197,197
581,305,197,197,197

583,304,195,195,195
583,305,195,195,195

583,304,195,195,195
581,305,195,195,195

583,304,195,195,195
582,306,195,195,195

583,164,243,243,243
583,163,243,243,243

583,164,243,243,243
584,163,243,243,243

583,164,243,243,243
585,165,243,243,243

583,163,237,237,237
583,164,237,237,237

583,163,237,237,237
584,163,237,237,237

583,163,237,237,237
583,161,237,237,237

583,161,234,234,234
583,163,234,234,234

583,161,234,234,234
584,163,234,234,234

583,161,234,234,234
583,164,234,234,234

583,146,230,230,230
581,145,230,230,230

583,146,230,230,230
588,146,230,230,230

