i1,j1,i2,j2,r,g,b
599,496,595,495,238,238,238
599,504,598,504,232,232,232
599,504,597,504,232,232,232
599,504,597,506,232,232,232
599,606,597,608,229,229,229
599,606,596,606,229,229,229
599,606,600,603,229,229,229
599,611,600,612,230,230,230
599,611,597,608,230,230,230
599,611,602,609,230,230,230
600,376,602,367,211,211,211
600,376,599,387,211,211,211
600,376,604,365,211,211,211
600,406,599,406,169,169,169
600,406,597,407,169,169,169
600,406,598,403,169,169,169
600,473,601,476,217,217,217
600,473,604,471,217,217,217
600,473,607,477,217,217,217
600,598,602,598,235,235,235
600,598,603,597,235,235,235
600,598,603,599,235,235,235
600,603,601,603,228,228,228
600,603,602,601,228,228,228
600,603,599,606,228,228,228
600,612,599,611,234,234,234
600,612,602,609,234,234,234
600,612,597,608,234,234,234
601,319,595,319,57,57,57
601,319,595,317,57,57,57
601,319,595,316,57,57,57
601,337,603,342,134,134,134
601,337,597,327,134,134,134
601,337,596,327,134,134,134
601,361,602,359,166,166,166
601,361,602,364,166,166,166
601,361,604,365,166,166,166
601,476,600,473,236,236,236
601,476,604,471,236,236,236
601,476,606,479,236,236,236
601,486,601,487,226,226,226
601,486,598,489,226,226,226
601,486,596,486,226,226,226
601,487,601,486,220,220,220
601,487,598,489,220,220,220
601,487,596,486,220,220,220
601,496,599,496,221,221,221
601,496,603,497,221,221,221
601,496,598,497,221,221,221
601,584,605,586,189,189,189
601,584,604,589,189,189,189
601,584,607,582,189,189,189
601,592,602,593,236,236,236
601,592,604,589,236,236,236
601,592,606,592,236,236,236
601,603,600,603,231,231,231
601,603,602,601,231,231,231
601,603,599,606,231,231,231
601,617,603,617,220,220,220
601,617,600,612,220,220,220
601,617,596,620,220,220,220
602,287,599,288,107,107,107
602,287,605,289,107,107,107
602,287,603,291,107,107,107
602,302,603,302,201,201,201
602,302,604,300,201,201,201
602,302,599,302,201,201,201
602,359,601,361,210,210,210
602,359,605,357,210,210,210
602,359,602,364,210,210,210
602,364,604,365,217,217,217
602,364,602,367,217,217,217
602,364,601,361,217,217,217
602,367,604,365,217,217,217
602,367,602,364,217,217,217
602,367,606,363,217,217,217
602,500,603,499,229,229,229
602,500,603,497,229,229,229
602,500,601,496,229,229,229
602,593,601,592,239,239,239
602,593,606,593,239,239,239
602,593,603,597,239,239,239
602,598,603,597,236,236,236
602,598,603,599,236,236,236
602,598,600,598,236,236,236
602,601,601,603,237,237,237
602,601,603,599,237,237,237
602,601,600,603,237,237,237
602,609,605,609,225,225,225
602,609,599,611,225,225,225
602,609,600,612,225,225,225
603,224,584,236,62,62,62
603,224,576,247,62,62,62
603,224,579,251,62,62,62
603,291,605,289,166,166,166
603,291,602,287,166,166,166
603,291,599,288,166,166,166
603,302,602,302,183,183,183
603,302,604,300,183,183,183
603,302,605,303,183,183,183
603,342,601,337,180,180,180
603,342,603,349,180,180,180
603,342,603,352,180,180,180
603,349,603,352,180,180,180
603,349,603,342,180,180,180
603,349,605,357,180,180,180
603,352,603,349,188,188,188
603,352,605,357,188,188,188
603,352,602,359,188,188,188
603,497,603,499,227,227,227
603,497,601,496,227,227,227
603,497,602,500,227,227,227
603,499,602,500,215,215,215
603,499,603,497,215,215,215
603,499,601,496,215,215,215
603,597,602,598,232,232,232
603,597,603,599,232,232,232
603,597,600,598,232,232,232
603,599,602,598,235,235,235
603,599,603,597,235,235,235
603,599,602,601,235,235,235
603,617,601,617,158,158,158
603,617,600,612,158,158,158
603,617,599,611,158,158,158
603,684,603,685,226,226,226
603,684,605,683,226,226,226
603,684,607,683,226,226,226
603,685,603,684,215,215,215
603,685,605,683,215,215,215
603,685,607,683,215,215,215
604,300,603,302,179,179,179
604,300,602,302,179,179,179
604,300,605,303,179,179,179
604,365,602,364,181,181,181
604,365,602,367,181,181,181
604,365,606,363,181,181,181
604,471,600,473,235,235,235
604,471,606,466,235,235,235
604,471,601,476,235,235,235
604,589,605,586,231,231,231
604,589,606,592,231,231,231
604,589,607,591,231,231,231
605,289,603,291,187,187,187
605,289,608,288,187,187,187
605,289,602,287,187,187,187
605,303,603,302,165,165,165
605,303,602,302,165,165,165
605,303,604,300,165,165,165
605,357,602,359,197,197,197
605,357,603,352,197,197,197
605,357,601,361,197,197,197
605,492,605,493,228,228,228
605,492,607,489,228,228,228
605,492,603,497,228,228,228
605,493,605,492,214,214,214
605,493,603,497,214,214,214
605,493,607,489,214,214,214
605,586,604,589,234,234,234
605,586,608,584,234,234,234
605,586,609,586,234,234,234
605,609,602,609,236,236,236
605,609,606,606,236,236,236
605,609,610,608,236,236,236
605,683,607,683,222,222,222
605,683,603,684,222,222,222
605,683,603,685,222,222,222
606,363,604,365,188,188,188
606,363,602,364,188,188,188
606,363,601,361,188,188,188
606,466,607,462,220,220,220
606,466,611,466,220,220,220
606,466,604,471,220,220,220
606,479,607,477,226,226,226
606,479,608,481,226,226,226
606,479,606,483,226,226,226
606,483,608,481,234,234,234
606,483,606,479,234,234,234
606,483,607,487,234,234,234
606,580,607,582,238,238,238
606,580,608,576,238,238,238
606,580,608,584,238,238,238
606,592,606,593,233,233,233
606,592,607,591,233,233,233
606,592,604,589,233,233,233
606,593,606,592,234,234,234
606,593,607,591,234,234,234
606,593,602,593,234,234,234
606,606,605,609,228,228,228
606,606,608,602,228,228,228
606,606,610,608,228,228,228
607,462,606,466,227,227,227
607,462,612,463,227,227,227
607,462,611,466,227,227,227
607,477,606,479,229,229,229
607,477,609,475,229,229,229
607,477,608,481,229,229,229
607,487,607,489,200,200,200
607,487,606,483,200,200,200
607,487,605,492,200,200,200
607,489,607,487,150,150,150
607,489,605,492,150,150,150
607,489,605,493,150,150,150
607,582,606,580,231,231,231
607,582,608,584,231,231,231
607,582,605,586,231,231,231
607,591,606,592,230,230,230
607,591,606,593,230,230,230
607,591,604,589,230,230,230
607,600,608,602,228,228,228
607,600,610,599,228,228,228
607,600,603,599,228,228,228
607,683,605,683,218,218,218
607,683,609,682,218,218,218
607,683,603,684,218,218,218
608,288,605,289,177,177,177
608,288,603,291,177,177,177
608,288,602,287,177,177,177
608,481,610,480,235,235,235
608,481,606,479,235,235,235
608,481,606,483,235,235,235
608,572,608,576,165,165,165
608,572,613,571,165,165,165
608,572,613,573,165,165,165
608,576,608,572,231,231,231
608,576,606,580,231,231,231
608,576,612,578,231,231,231
608,584,607,582,229,229,229
608,584,609,586,229,229,229
608,584,605,586,229,229,229
608,602,607,600,223,223,223
608,602,610,599,223,223,223
608,602,606,606,223,223,223
609,280,608,288,135,135,135
609,280,605,289,135,135,135
609,280,602,287,135,135,135
609,475,607,477,238,238,238
609,475,606,479,238,238,238
609,475,610,480,238,238,238
609,586,608,584,232,232,232
609,586,610,588,232,232,232
609,586,611,587,232,232,232
609,682,607,683,214,214,214
609,682,605,683,214,214,214
609,682,611,678,214,214,214
610,480,611,480,179,179,179
610,480,608,481,179,179,179
610,480,606,479,179,179,179
610,588,611,587,228,228,228
610,588,609,586,228,228,228
610,588,607,591,228,228,228
610,599,607,600,227,227,227
610,599,613,600,227,227,227
610,599,608,602,227,227,227
610,608,611,606,98,98,98
610,608,606,606,98,98,98
610,608,605,609,98,98,98
610,669,611,671,192,192,192
610,669,614,668,192,192,192
610,669,611,674,192,192,192
611,466,612,463,238,238,238
611,466,606,466,238,238,238
611,466,613,461,238,238,238
611,480,610,480,107,107,107
611,480,608,481,107,107,107
611,480,607,477,107,107,107
611,587,610,588,224,224,224
611,587,609,586,224,224,224
611,587,608,584,224,224,224
611,606,610,608,111,111,111
611,606,606,606,111,111,111
611,606,608,602,111,111,111
611,671,610,669,217,217,217
611,671,611,674,217,217,217
611,671,615,672,217,217,217
611,674,611,671,223,223,223
611,674,611,678,223,223,223
611,674,615,672,223,223,223
611,678,611,674,212,212,212
611,678,615,677,212,212,212
611,678,609,682,212,212,212
612,458,613,461,229,229,229
612,458,612,463,229,229,229
612,458,607,462,229,229,229
612,463,613,461,237,237,237
612,463,611,466,237,237,237
612,463,612,458,237,237,237
612,578,615,577,229,229,229
612,578,608,576,229,229,229
612,578,613,573,229,229,229
612,593,615,593,226,226,226
612,593,616,595,226,226,226
612,593,607,591,226,226,226
613,461,612,463,233,233,233
613,461,612,458,233,233,233
613,461,611,466,233,233,233
613,471,611,466,180,180,180
613,471,609,475,180,180,180
613,471,612,463,180,180,180
613,571,613,573,221,221,221
613,571,617,569,221,221,221
613,571,617,574,221,221,221
613,573,613,571,215,215,215
613,573,617,574,215,215,215
613,573,615,577,215,215,215
613,600,610,599,199,199,199
613,600,608,602,199,199,199
613,600,616,595,199,199,199
614,437,616,434,224,224,224
614,437,618,438,224,224,224
614,437,617,434,224,224,224
614,665,615,665,217,217,217
614,665,616,665,217,217,217
614,665,614,668,217,217,217
614,668,614,665,236,236,236
614,668,615,665,236,236,236
614,668,616,665,236,236,236
615,431,616,434,213,213,213
615,431,617,434,213,213,213
615,431,618,429,213,213,213
615,562,617,569,218,218,218
615,562,621,568,218,218,218
615,562,622,557,218,218,218
615,577,612,578,217,217,217
615,577,617,574,217,217,217
615,577,613,573,217,217,217
615,593,616,595,218,218,218
615,593,612,593,218,218,218
615,593,610,588,218,218,218
615,665,614,665,213,213,213
615,665,616,665,213,213,213
615,665,614,668,213,213,213
615,672,616,674,221,221,221
615,672,618,672,221,221,221
615,672,618,670,221,221,221
615,677,616,676,221,221,221
615,677,616,674,221,221,221
615,677,611,678,221,221,221
616,427,618,429,203,203,203
616,427,620,427,203,203,203
616,427,615,431,203,203,203
616,434,617,434,227,227,227
616,434,615,431,227,227,227
616,434,614,437,227,227,227
616,586,611,587,220,220,220
616,586,620,582,220,220,220
616,586,610,588,220,220,220
616,595,615,593,181,181,181
616,595,612,593,181,181,181
616,595,613,600,181,181,181
616,665,615,665,219,219,219
616,665,614,665,219,219,219
616,665,614,668,219,219,219
616,674,616,676,224,224,224
616,674,615,672,224,224,224
616,674,618,672,224,224,224
616,676,615,677,222,222,222
616,676,616,674,222,222,222
616,676,620,676,222,222,222
617,434,616,434,219,219,219
617,434,615,431,219,219,219
617,434,618,438,219,219,219
617,569,621,568,219,219,219
617,569,613,571,219,219,219
617,569,617,574,219,219,219
617,574,615,577,213,213,213
617,574,613,573,213,213,213
617,574,613,571,213,213,213
617,681,620,683,214,214,214
617,681,615,677,214,214,214
617,681,621,679,214,214,214
618,429,616,427,222,222,222
618,429,620,427,222,222,222
618,429,615,431,222,222,222
618,438,618,439,229,229,229
618,438,614,437,229,229,229
618,438,617,434,229,229,229
618,439,618,438,222,222,222
618,439,614,437,222,222,222
618,439,617,434,222,222,222
618,447,619,446,204,204,204
618,447,620,448,204,204,204
618,447,618,439,204,204,204
618,670,618,672,214,214,214
618,670,615,672,214,214,214
618,670,621,672,214,214,214
618,672,618,670,219,219,219
618,672,616,674,219,219,219
618,672,615,672,219,219,219
619,418,621,419,210,210,210
619,418,620,414,210,210,210
619,418,619,423,210,210,210
619,423,620,427,227,227,227
619,423,621,419,227,227,227
619,423,616,427,227,227,227
619,446,618,447,187,187,187
619,446,620,448,187,187,187
619,446,618,439,187,187,187
620,414,619,418,206,206,206
620,414,621,419,206,206,206
620,414,625,411,206,206,206
620,427,618,429,191,191,191
620,427,616,427,191,191,191
620,427,619,423,191,191,191
620,448,618,447,117,117,117
620,448,619,446,117,117,117
620,448,618,439,117,117,117
620,553,621,555,223,223,223
620,553,622,556,223,223,223
620,553,622,557,223,223,223
620,582,622,579,219,219,219
620,582,616,586,219,219,219
620,582,615,577,219,219,219
620,676,621,673,223,223,223
620,676,621,679,223,223,223
620,676,616,676,223,223,223
620,683,617,681,194,194,194
620,683,621,679,194,194,194
620,683,620,676,194,194,194
621,419,619,418,179,179,179
621,419,619,423,179,179,179
621,419,620,414,179,179,179
621,433,622,432,212,212,212
621,433,623,431,212,212,212
621,433,617,434,212,212,212
621,547,622,546,81,81,81
621,547,620,553,81,81,81
621,547,627,549,81,81,81
621,555,622,556,215,215,215
621,555,620,553,215,215,215
621,555,622,557,215,215,215
621,568,617,569,219,219,219
621,568,625,570,219,219,219
621,568,624,564,219,219,219
621,652,623,654,204,204,204
621,652,629,650,204,204,204
621,652,630,654,204,204,204
621,672,621,673,230,230,230
621,672,618,672,230,230,230
621,672,622,669,230,230,230
621,673,621,672,229,229,229
621,673,618,672,229,229,229
621,673,620,676,229,229,229
621,679,620,676,215,215,215
621,679,620,683,215,215,215
621,679,617,681,215,215,215
622,432,621,433,234,234,234
622,432,623,431,234,234,234
622,432,618,429,234,234,234
622,546,621,547,163,163,163
622,546,627,549,163,163,163
622,546,620,553,163,163,163
622,556,622,557,221,221,221
622,556,621,555,221,221,221
622,556,620,553,221,221,221
622,557,622,556,218,218,218
622,557,621,555,218,218,218
622,557,620,553,218,218,218
622,579,620,582,220,220,220
622,579,623,575,220,220,220
622,579,617,574,220,220,220
622,669,623,669,218,218,218
622,669,621,672,218,218,218
622,669,618,670,218,218,218
623,319,627,317,130,130,130
623,319,628,323,130,130,130
623,319,627,326,130,130,130
623,385,624,383,83,83,83
623,385,625,389,83,83,83
623,385,628,381,83,83,83
623,431,622,432,233,233,233
623,431,621,433,233,233,233
623,431,620,427,233,233,233
623,575,622,579,217,217,217
623,575,625,571,217,217,217
623,575,625,570,217,217,217
623,654,621,652,218,218,218
623,654,630,654,218,218,218
623,654,624,661,218,218,218
623,669,622,669,213,213,213
623,669,621,672,213,213,213
623,669,621,673,213,213,213
624,383,623,385,155,155,155
624,383,628,381,155,155,155
624,383,630,383,155,155,155
624,563,624,564,219,219,219
624,563,625,562,219,219,219
624,563,625,561,219,219,219
624,564,624,563,225,225,225
624,564,625,562,225,225,225
624,564,625,561,225,225,225
624,661,627,660,199,199,199
624,661,623,654,199,199,199
624,661,631,659,199,199,199
625,389,626,392,217,217,217
625,389,628,392,217,217,217
625,389,623,385,217,217,217
625,395,626,392,222,222,222
625,395,628,392,222,222,222
625,395,626,400,222,222,222
625,411,620,414,236,236,236
625,411,628,405,236,236,236
625,411,627,404,236,236,236
625,561,625,562,216,216,216
625,561,624,563,216,216,216
625,561,624,564,216,216,216
625,562,625,561,220,220,220
625,562,624,563,220,220,220
625,562,624,564,220,220,220
625,570,625,571,222,222,222
625,570,627,571,222,222,222
625,570,621,568,222,222,222
625,571,625,570,215,215,215
625,571,627,571,215,215,215
625,571,623,575,215,215,215
626,344,629,342,165,165,165
626,344,629,338,165,165,165
626,344,629,352,165,165,165
626,354,627,357,143,143,143
626,354,629,352,143,143,143
626,354,631,356,143,143,143
626,366,632,367,150,150,150
626,366,628,373,150,150,150
626,366,627,357,150,150,150
626,392,628,392,222,222,222
626,392,625,389,222,222,222
626,392,625,395,222,222,222
626,400,627,404,212,212,212
626,400,625,395,212,212,212
626,400,628,405,212,212,212
626,539,631,538,210,210,210
626,539,630,535,210,210,210
626,539,632,538,210,210,210
627,317,623,319,164,164,164
627,317,629,313,164,164,164
627,317,628,323,164,164,164
627,326,628,323,183,183,183
627,326,623,319,183,183,183
627,326,627,317,183,183,183
627,357,626,354,189,189,189
627,357,631,356,189,189,189
627,357,629,352,189,189,189
627,404,628,405,195,195,195
627,404,626,400,195,195,195
627,404,625,411,195,195,195
627,549,627,553,211,211,211
627,549,631,550,211,211,211
627,549,630,545,211,211,211
627,553,630,554,214,214,214
627,553,629,556,214,214,214
627,553,627,549,214,214,214
627,571,625,571,191,191,191
627,571,625,570,191,191,191
627,571,623,575,191,191,191
627,660,624,661,214,214,214
627,660,631,659,214,214,214
627,660,631,663,214,214,214
628,323,627,326,171,171,171
628,323,627,317,171,171,171
628,323,623,319,171,171,171
628,373,632,367,223,223,223
628,373,626,366,223,223,223
628,373,628,381,223,223,223
628,381,630,383,205,205,205
628,381,624,383,205,205,205
628,381,623,385,205,205,205
628,392,626,392,186,186,186
628,392,625,389,186,186,186
628,392,625,395,186,186,186
628,405,627,404,103,103,103
628,405,626,400,103,103,103
628,405,625,411,103,103,103
629,313,632,313,139,139,139
629,313,627,317,139,139,139
629,313,634,311,139,139,139
629,338,629,342,168,168,168
629,338,626,344,168,168,168
629,338,627,326,168,168,168
629,342,626,344,180,180,180
629,342,629,338,180,180,180
629,342,633,351,180,180,180
629,352,626,354,209,209,209
629,352,633,351,209,209,209
629,352,631,356,209,209,209
629,530,632,527,176,176,176
629,530,630,535,176,176,176
629,530,634,532,176,176,176
629,556,629,557,218,218,218
629,556,630,554,218,218,218
629,556,627,553,218,218,218
629,557,629,556,220,220,220
629,557,630,554,220,220,220
629,557,627,553,220,220,220
629,650,630,654,215,215,215
629,650,631,654,215,215,215
629,650,633,648,215,215,215
630,383,628,381,148,148,148
630,383,624,383,148,148,148
630,383,623,385,148,148,148
630,535,631,538,209,209,209
630,535,632,538,209,209,209
630,535,634,532,209,209,209
630,545,633,546,219,219,219
630,545,633,548,219,219,219
630,545,634,547,219,219,219
630,554,629,556,219,219,219
630,554,627,553,219,219,219
630,554,629,557,219,219,219
630,654,631,654,213,213,213
630,654,629,650,213,213,213
630,654,631,659,213,213,213
631,356,634,354,201,201,201
631,356,627,357,201,201,201
631,356,629,352,201,201,201
631,538,632,538,212,212,212
631,538,630,535,212,212,212
631,538,634,542,212,212,212
631,550,632,550,217,217,217
631,550,633,551,217,217,217
631,550,633,548,217,217,217
631,566,627,571,102,102,102
631,566,625,562,102,102,102
631,566,625,570,102,102,102
631,654,630,654,217,217,217
631,654,629,650,217,217,217
631,654,631,659,217,217,217
631,659,633,659,219,219,219
631,659,632,661,219,219,219
631,659,631,663,219,219,219
631,663,632,661,217,217,217
631,663,631,659,217,217,217
631,663,633,659,217,217,217
632,313,634,311,157,157,157
632,313,629,313,157,157,157
632,313,634,309,157,157,157
632,367,626,366,147,147,147
632,367,628,373,147,147,147
632,367,631,356,147,147,147
632,527,635,525,224,224,224
632,527,636,527,224,224,224
632,527,629,530,224,224,224
632,538,631,538,205,205,205
632,538,630,535,205,205,205
632,538,636,537,205,205,205
632,550,631,550,221,221,221
632,550,633,551,221,221,221
632,550,633,548,221,221,221
632,661,631,659,220,220,220
632,661,631,663,220,220,220
632,661,633,659,220,220,220
633,351,634,354,159,159,159
633,351,629,352,159,159,159
633,351,631,356,159,159,159
633,546,634,547,227,227,227
633,546,633,548,227,227,227
633,546,630,545,227,227,227
633,548,634,547,224,224,224
633,548,633,546,224,224,224
633,548,632,550,224,224,224
633,551,632,550,219,219,219
633,551,631,550,219,219,219
633,551,633,548,219,219,219
633,635,633,636,208,208,208
633,635,633,639,208,208,208
633,635,637,633,208,208,208
633,636,633,635,212,212,212
633,636,633,639,212,212,212
633,636,636,639,212,212,212
633,639,633,636,217,217,217
633,639,636,639,217,217,217
633,639,633,635,217,217,217
633,644,636,644,216,216,216
633,644,633,648,216,216,216
633,644,637,646,216,216,216
633,648,633,644,212,212,212
633,648,629,650,212,212,212
633,648,637,646,212,212,212
633,659,631,659,213,213,213
633,659,632,661,213,213,213
633,659,635,661,213,213,213
634,309,634,311,129,129,129
634,309,632,313,129,129,129
634,309,629,313,129,129,129
634,311,634,309,116,116,116
634,311,632,313,116,116,116
634,311,629,313,116,116,116
634,354,633,351,118,118,118
634,354,631,356,118,118,118
634,354,629,352,118,118,118
634,514,637,514,170,170,170
634,514,637,515,170,170,170
634,514,640,514,170,170,170
634,532,635,534,219,219,219
634,532,636,530,219,219,219
634,532,630,535,219,219,219
634,542,633,546,216,216,216
634,542,632,538,216,216,216
634,542,630,545,216,216,216
634,547,633,546,234,234,234
634,547,633,548,234,234,234
634,547,632,550,234,234,234
635,525,637,525,221,221,221
635,525,636,527,221,221,221
635,525,632,527,221,221,221
635,534,634,532,223,223,223
635,534,636,537,223,223,223
635,534,636,530,223,223,223
635,661,633,659,131,131,131
635,661,632,661,131,131,131
635,661,631,659,131,131,131
636,527,635,525,234,234,234
636,527,637,525,234,234,234
636,527,636,530,234,234,234
636,530,634,532,228,228,228
636,530,636,527,228,228,228
636,530,635,534,228,228,228
636,537,635,534,220,220,220
636,537,639,538,220,220,220
636,537,632,538,220,220,220
636,639,633,639,210,210,210
636,639,638,642,210,210,210
636,639,640,640,210,210,210
636,644,637,646,203,203,203
636,644,638,642,203,203,203
636,644,633,644,203,203,203
637,514,637,515,225,225,225
637,514,634,514,225,225,225
637,514,640,514,225,225,225
637,515,637,514,226,226,226
637,515,634,514,226,226,226
637,515,640,514,226,226,226
637,525,635,525,219,219,219
637,525,636,527,219,219,219
637,525,642,525,219,219,219
637,550,639,552,230,230,230
637,550,633,551,230,230,230
637,550,634,547,230,230,230
637,625,637,627,169,169,169
637,625,642,625,169,169,169
637,625,639,630,169,169,169
637,627,637,625,200,200,200
637,627,639,630,200,200,200
637,627,642,625,200,200,200
637,633,639,630,203,203,203
637,633,633,635,203,203,203
637,633,633,636,203,203,203
637,646,636,644,211,211,211
637,646,640,646,211,211,211
637,646,638,642,211,211,211
638,499,641,501,211,211,211
638,499,642,498,211,211,211
638,499,642,502,211,211,211
638,642,636,644,204,204,204
638,642,640,640,204,204,204
638,642,636,639,204,204,204
639,538,636,537,234,234,234
639,538,642,537,234,234,234
639,538,642,541,234,234,234
639,552,637,550,87,87,87
639,552,633,551,87,87,87
639,552,634,547,87,87,87
639,630,637,627,209,209,209
639,630,637,633,209,209,209
639,630,644,629,209,209,209
640,514,641,514,226,226,226
640,514,637,514,226,226,226
640,514,637,515,226,226,226
640,640,638,642,206,206,206
640,640,636,639,206,206,206
640,640,636,644,206,206,206
640,646,637,646,210,210,210
640,646,636,644,210,210,210
640,646,638,642,210,210,210
641,490,642,493,221,221,221
641,490,647,493,221,221,221
641,490,647,494,221,221,221
641,501,642,502,231,231,231
641,501,643,502,231,231,231
641,501,643,503,231,231,231
641,508,643,509,229,229,229
641,508,644,505,229,229,229
641,508,643,504,229,229,229
641,514,640,514,224,224,224
641,514,643,516,224,224,224
641,514,637,514,224,224,224
641,532,642,532,222,222,222
641,532,642,533,222,222,222
641,532,643,531,222,222,222
642,478,646,473,159,159,159
642,478,648,481,159,159,159
642,478,650,474,159,159,159
642,493,641,490,223,223,223
642,493,642,498,223,223,223
642,493,647,493,223,223,223
642,498,644,499,230,230,230
642,498,641,501,230,230,230
642,498,644,501,230,230,230
642,502,643,502,234,234,234
642,502,641,501,234,234,234
642,502,643,503,234,234,234
642,519,643,516,229,229,229
642,519,645,523,229,229,229
642,519,641,514,229,229,229
642,525,643,525,224,224,224
642,525,645,523,224,224,224
642,525,637,525,224,224,224
642,532,641,532,230,230,230
642,532,642,533,230,230,230
642,532,643,531,230,230,230
642,533,642,532,222,222,222
642,533,641,532,222,222,222
642,533,643,531,222,222,222
642,537,644,539,210,210,210
642,537,639,538,210,210,210
642,537,642,533,210,210,210
642,541,643,541,188,188,188
642,541,644,539,188,188,188
642,541,642,537,188,188,188
642,619,646,619,217,217,217
642,619,643,615,217,217,217
642,619,646,622,217,217,217
642,625,644,625,213,213,213
642,625,645,628,213,213,213
642,625,644,629,213,213,213
643,502,642,502,232,232,232
643,502,643,503,232,232,232
643,502,644,502,232,232,232
643,503,643,502,232,232,232
643,503,643,504,232,232,232
643,503,642,502,232,232,232
643,504,643,503,233,233,233
643,504,644,505,233,233,233
643,504,643,502,233,233,233
643,509,641,508,223,223,223
643,509,645,512,223,223,223
643,509,644,505,223,223,223
643,516,641,514,232,232,232
643,516,642,519,232,232,232
643,516,640,514,232,232,232
643,525,642,525,229,229,229
643,525,645,523,229,229,229
643,525,645,529,229,229,229
643,531,642,532,231,231,231
643,531,645,531,231,231,231
643,531,641,532,231,231,231
643,541,642,541,172,172,172
643,541,644,539,172,172,172
643,541,642,537,172,172,172
643,611,643,612,222,222,222
643,611,645,611,222,222,222
643,611,646,611,222,222,222
643,612,643,611,219,219,219
643,612,645,611,219,219,219
643,612,643,615,219,219,219
643,615,643,612,217,217,217
643,615,646,615,217,217,217
643,615,643,611,217,217,217
644,499,644,501,230,230,230
644,499,646,499,230,230,230
644,499,642,498,230,230,230
644,501,644,502,230,230,230
644,501,643,502,230,230,230
644,501,644,499,230,230,230
644,502,643,502,232,232,232
644,502,644,501,232,232,232
644,502,643,503,232,232,232
644,505,643,504,229,229,229
644,505,643,503,229,229,229
644,505,644,502,229,229,229
644,539,643,541,129,129,129
644,539,642,537,129,129,129
644,539,642,541,129,129,129
644,625,642,625,211,211,211
644,625,646,623,211,211,211
644,625,645,628,211,211,211
644,629,645,628,208,208,208
644,629,644,632,208,208,208
644,629,646,632,208,208,208
644,632,646,632,222,222,222
644,632,644,629,222,222,222
644,632,645,628,222,222,222
645,512,643,509,228,228,228
645,512,648,509,228,228,228
645,512,641,514,228,228,228
645,523,643,525,213,213,213
645,523,648,522,213,213,213
645,523,642,525,213,213,213
645,529,645,531,184,184,184
645,529,643,531,184,184,184
645,529,645,532,184,184,184
645,531,645,532,192,192,192
645,531,643,531,192,192,192
645,531,645,529,192,192,192
645,532,645,531,157,157,157
645,532,643,531,157,157,157
645,532,642,532,157,157,157
645,605,645,608,182,182,182
645,605,646,608,182,182,182
645,605,647,608,182,182,182
645,608,646,608,211,211,211
645,608,647,608,211,211,211
645,608,645,605,211,211,211
645,611,646,611,214,214,214
645,611,643,611,214,214,214
645,611,643,612,214,214,214
645,628,644,629,210,210,210
645,628,644,625,210,210,210
645,628,644,632,210,210,210
646,459,647,459,79,79,79
646,459,648,456,79,79,79
646,459,651,457,79,79,79
646,473,647,470,236,236,236
646,473,650,474,236,236,236
646,473,647,468,236,236,236
646,499,646,500,222,222,222
646,499,644,499,222,222,222
646,499,644,501,222,222,222
646,500,646,499,226,226,226
646,500,644,499,226,226,226
646,500,644,501,226,226,226
646,608,645,608,216,216,216
646,608,647,608,216,216,216
646,608,646,611,216,216,216
646,611,645,611,215,215,215
646,611,643,611,215,215,215
646,611,646,608,215,215,215
646,615,647,616,203,203,203
646,615,643,615,203,203,203
646,615,649,614,203,203,203
646,619,646,622,219,219,219
646,619,647,616,219,219,219
646,619,642,619,219,219,219
646,622,646,623,217,217,217
646,622,646,619,217,217,217
646,622,644,625,217,217,217
646,623,646,622,217,217,217
646,623,644,625,217,217,217
646,623,646,619,217,217,217
646,632,644,632,212,212,212
646,632,644,629,212,212,212
646,632,645,628,212,212,212
647,459,646,459,186,186,186
647,459,648,456,186,186,186
647,459,651,457,186,186,186
647,468,648,468,233,233,233
647,468,647,470,233,233,233
647,468,650,469,233,233,233
647,470,647,468,237,237,237
647,470,648,468,237,237,237
647,470,646,473,237,237,237
647,493,647,494,227,227,227
647,493,647,496,227,227,227
647,493,642,493,227,227,227
647,494,647,493,221,221,221
647,494,647,496,221,221,221
647,494,649,498,221,221,221
647,496,647,494,225,225,225
647,496,649,498,225,225,225
647,496,647,493,225,225,225
647,504,648,506,228,228,228
647,504,644,505,228,228,228
647,504,644,502,228,228,228
647,608,646,608,219,219,219
647,608,645,608,219,219,219
647,608,646,611,219,219,219
647,616,646,615,220,220,220
647,616,649,614,220,220,220
647,616,646,619,220,220,220
648,456,649,454,203,203,203
648,456,650,455,203,203,203
648,456,647,459,203,203,203
648,468,647,468,234,234,234
648,468,647,470,234,234,234
648,468,650,469,234,234,234
648,481,648,485,235,235,235
648,481,649,485,235,235,235
648,481,648,487,235,235,235
648,485,649,485,232,232,232
648,485,648,487,232,232,232
648,485,648,481,232,232,232
648,487,648,485,235,235,235
648,487,649,485,235,235,235
648,487,648,481,235,235,235
648,506,648,508,207,207,207
648,506,647,504,207,207,207
648,506,648,509,207,207,207
648,508,648,509,217,217,217
648,508,648,506,217,217,217
648,508,647,504,217,217,217
648,509,648,508,213,213,213
648,509,648,506,213,213,213
648,509,645,512,213,213,213
648,522,645,523,112,112,112
648,522,643,525,112,112,112
648,522,642,519,112,112,112
648,684,652,682,193,193,193
648,684,656,684,193,193,193
648,684,655,677,193,193,193
649,345,654,344,88,88,88
