#i,j,r,g,b
724,435,11,11,11

722,431,11,11,11
728,425,11,11,11

722,412,5,5,5
719,416,5,5,5

722,412,5,5,5
715,417,5,5,5

722,412,5,5,5
709,412,5,5,5

722,221,7,7,7
719,222,7,7,7

722,221,7,7,7
719,220,7,7,7

722,221,7,7,7
725,213,7,7,7

724,435,14,14,14
725,434,14,14,14

724,435,14,14,14
722,431,14,14,14

724,435,14,14,14
728,425,14,14,14

724,236,24,24,24
728,235,24,24,24

724,236,24,24,24
720,233,24,24,24

724,236,24,24,24
725,231,24,24,24

725,434,10,10,10
724,435,10,10,10

725,434,10,10,10
722,431,10,10,10

725,434,10,10,10
728,425,10,10,10

725,231,11,11,11
728,235,11,11,11

725,231,11,11,11
724,236,11,11,11

725,231,11,11,11
730,232,11,11,11

725,213,8,8,8
730,212,8,8,8

725,213,8,8,8
722,221,8,8,8

725,213,8,8,8
719,220,8,8,8

728,425,6,6,6
735,429,6,6,6

728,425,6,6,6
736,426,6,6,6

728,425,6,6,6
722,431,6,6,6

728,235,21,21,21
730,232,21,21,21

728,235,21,21,21
724,236,21,21,21

728,235,21,21,21
725,231,21,21,21

730,232,3,3,3
728,235,3,3,3

730,232,3,3,3
725,231,3,3,3

730,232,3,3,3
731,227,3,3,3

730,212,10,10,10
725,213,10,10,10

730,212,10,10,10
730,204,10,10,10

730,212,10,10,10
739,214,10,10,10

730,204,4,4,4
730,212,4,4,4

730,204,4,4,4
725,213,4,4,4

730,204,4,4,4
737,193,4,4,4

731,227,8,8,8
730,232,8,8,8

731,227,8,8,8
725,231,8,8,8

731,227,8,8,8
728,235,8,8,8

733,442,16,16,16
734,444,16,16,16

733,442,16,16,16
743,441,16,16,16

733,442,16,16,16
725,434,16,16,16

734,444,26,26,26
733,442,26,26,26

734,444,26,26,26
743,441,26,26,26

734,444,26,26,26
743,448,26,26,26

735,429,5,5,5
736,426,5,5,5

735,429,5,5,5
728,425,5,5,5

735,429,5,5,5
725,434,5,5,5

736,426,0,0,0
735,429,0,0,0

736,426,0,0,0
728,425,0,0,0

736,426,0,0,0
725,434,0,0,0

736,192,58,58,58
737,193,58,58,58

736,192,58,58,58
741,190,58,58,58

736,192,58,58,58
730,204,58,58,58

737,193,5,5,5
736,192,5,5,5

737,193,5,5,5
741,190,5,5,5

737,193,5,5,5
730,204,5,5,5

739,214,17,17,17
730,212,17,17,17

739,214,17,17,17
730,204,17,17,17

739,214,17,17,17
725,213,17,17,17

741,190,6,6,6
737,193,6,6,6

741,190,6,6,6
736,192,6,6,6

741,190,6,6,6
750,192,6,6,6

743,448,17,17,17
747,451,17,17,17

743,448,17,17,17
743,441,17,17,17

743,448,17,17,17
749,454,17,17,17

743,441,10,10,10
745,437,10,10,10

743,441,10,10,10
749,442,10,10,10

743,441,10,10,10
743,448,10,10,10

745,437,8,8,8
743,441,8,8,8

745,437,8,8,8
749,442,8,8,8

745,437,8,8,8
743,448,8,8,8

747,451,23,23,23
749,454,23,23,23

747,451,23,23,23
743,448,23,23,23

747,451,23,23,23
749,442,23,23,23

749,454,17,17,17
747,451,17,17,17

749,454,17,17,17
743,448,17,17,17

749,454,17,17,17
757,461,17,17,17

749,442,9,9,9
743,441,9,9,9

749,442,9,9,9
745,437,9,9,9

749,442,9,9,9
743,448,9,9,9

750,192,13,13,13
751,193,13,13,13

750,192,13,13,13
752,189,13,13,13

750,192,13,13,13
753,186,13,13,13

751,193,14,14,14
750,192,14,14,14

751,193,14,14,14
752,189,14,14,14

751,193,14,14,14
753,186,14,14,14

752,189,12,12,12
753,186,12,12,12

752,189,12,12,12
750,192,12,12,12

752,189,12,12,12
751,193,12,12,12

753,186,24,24,24
752,189,24,24,24

753,186,24,24,24
750,192,24,24,24

753,186,24,24,24
751,193,24,24,24

757,461,0,0,0
762,459,0,0,0

757,461,0,0,0
749,454,0,0,0

757,461,0,0,0
747,451,0,0,0

760,188,59,59,59
753,186,59,59,59

760,188,59,59,59
752,189,59,59,59

760,188,59,59,59
751,193,59,59,59

762,459,20,20,20
757,461,20,20,20

762,459,20,20,20
770,454,20,20,20

762,459,20,20,20
772,453,20,20,20

763,177,46,46,46
764,178,46,46,46

763,177,46,46,46
764,175,46,46,46

763,177,46,46,46
760,188,46,46,46

764,178,52,52,52
763,177,52,52,52

764,178,52,52,52
764,175,52,52,52

764,178,52,52,52
760,188,52,52,52

764,175,47,47,47
763,177,47,47,47

764,175,47,47,47
764,178,47,47,47

764,175,47,47,47
760,188,47,47,47

770,454,14,14,14
772,453,14,14,14

770,454,14,14,14
774,454,14,14,14

770,454,14,14,14
762,459,14,14,14

772,453,9,9,9
770,454,9,9,9

772,453,9,9,9
774,454,9,9,9

772,453,9,9,9
779,460,9,9,9

774,454,6,6,6
772,453,6,6,6

774,454,6,6,6
770,454,6,6,6

774,454,6,6,6
779,460,6,6,6

779,460,7,7,7
783,463,7,7,7

779,460,7,7,7
774,454,7,7,7

779,460,7,7,7
785,453,7,7,7

783,463,8,8,8
779,460,8,8,8

783,463,8,8,8
784,468,8,8,8

783,463,8,8,8
788,468,8,8,8

784,468,10,10,10
787,469,10,10,10

784,468,10,10,10
788,468,10,10,10

784,468,10,10,10
783,463,10,10,10

785,453,10,10,10
791,455,10,10,10

785,453,10,10,10
779,460,10,10,10

785,453,10,10,10
783,463,10,10,10

787,469,3,3,3
788,468,3,3,3

787,469,3,3,3
784,468,3,3,3

787,469,3,3,3
790,464,3,3,3

788,468,8,8,8
787,469,8,8,8

788,468,8,8,8
784,468,8,8,8

788,468,8,8,8
790,464,8,8,8

790,464,6,6,6
788,468,6,6,6

790,464,6,6,6
795,462,6,6,6

790,464,6,6,6
787,469,6,6,6

791,455,2,2,2
785,453,2,2,2

791,455,2,2,2
797,457,2,2,2

791,455,2,2,2
796,460,2,2,2

792,474,5,5,5
794,474,5,5,5

792,474,5,5,5
787,469,5,5,5

792,474,5,5,5
788,468,5,5,5

794,474,27,27,27
792,474,27,27,27

794,474,27,27,27
801,472,27,27,27

794,474,27,27,27
788,468,27,27,27

795,462,9,9,9
796,460,9,9,9

795,462,9,9,9
790,464,9,9,9

795,462,9,9,9
797,457,9,9,9

796,460,8,8,8
795,462,8,8,8

796,460,8,8,8
797,457,8,8,8

796,460,8,8,8
791,455,8,8,8

797,457,0,0,0
796,460,0,0,0

797,457,0,0,0
795,462,0,0,0

797,457,0,0,0
791,455,0,0,0

800,149,129,129,129
764,175,129,129,129

800,149,129,129,129
764,178,129,129,129

800,149,129,129,129
763,177,129,129,129

801,472,14,14,14
802,465,14,14,14

801,472,14,14,14
794,474,14,14,14

801,472,14,14,14
807,466,14,14,14

802,465,12,12,12
807,466,12,12,12

802,465,12,12,12
801,472,12,12,12

802,465,12,12,12
795,462,12,12,12

807,466,13,13,13
802,465,13,13,13

807,466,13,13,13
813,462,13,13,13

807,466,13,13,13
801,472,13,13,13

808,479,5,5,5
813,474,5,5,5

808,479,5,5,5
801,472,5,5,5

808,479,5,5,5
807,466,5,5,5

813,474,10,10,10
808,479,10,10,10

813,474,10,10,10
807,466,10,10,10

813,474,10,10,10
823,474,10,10,10

813,462,30,30,30
807,466,30,30,30

813,462,30,30,30
802,465,30,30,30

813,462,30,30,30
813,474,30,30,30

823,474,13,13,13
825,471,13,13,13

823,474,13,13,13
832,474,13,13,13

823,474,13,13,13
826,483,13,13,13

825,471,13,13,13
823,474,13,13,13

825,471,13,13,13
832,474,13,13,13

825,471,13,13,13
826,483,13,13,13

826,483,6,6,6
831,485,6,6,6

826,483,6,6,6
823,474,6,6,6

826,483,6,6,6
835,480,6,6,6

831,485,2,2,2
826,483,2,2,2

831,485,2,2,2
835,480,2,2,2

831,485,2,2,2
832,474,2,2,2

832,474,14,14,14
835,480,14,14,14

832,474,14,14,14
825,471,14,14,14

832,474,14,14,14
823,474,14,14,14

835,480,23,23,23
831,485,23,23,23

835,480,23,23,23
832,474,23,23,23

835,480,23,23,23
826,483,23,23,23

835,102,197,197,197
800,149,197,197,197

835,102,197,197,197
872,135,197,197,197

847,483,30,30,30
848,487,30,30,30

847,483,30,30,30
856,480,30,30,30

847,483,30,30,30
835,480,30,30,30

848,487,28,28,28
847,483,28,28,28

848,487,28,28,28
856,480,28,28,28

848,487,28,28,28
860,481,28,28,28

856,480,14,14,14
860,481,14,14,14

856,480,14,14,14
863,477,14,14,14

856,480,14,14,14
847,483,14,14,14

860,481,14,14,14
856,480,14,14,14

860,481,14,14,14
863,477,14,14,14

860,481,14,14,14
867,478,14,14,14

863,477,18,18,18
865,474,18,18,18

863,477,18,18,18
867,478,18,18,18

863,477,18,18,18
860,481,18,18,18

865,489,17,17,17
869,483,17,17,17

865,489,17,17,17
860,481,17,17,17

865,489,17,17,17
867,478,17,17,17

865,474,9,9,9
863,477,9,9,9

865,474,9,9,9
867,478,9,9,9

865,474,9,9,9
871,475,9,9,9

867,478,17,17,17
863,477,17,17,17

867,478,17,17,17
865,474,17,17,17

867,478,17,17,17
871,475,17,17,17

869,483,10,10,10
867,478,10,10,10

869,483,10,10,10
865,489,10,10,10

869,483,10,10,10
871,475,10,10,10

871,475,5,5,5
867,478,5,5,5

871,475,5,5,5
865,474,5,5,5

871,475,5,5,5
863,477,5,5,5

872,135,95,95,95
835,102,95,95,95

872,135,95,95,95
918,130,95,95,95

879,481,13,13,13
880,481,13,13,13

879,481,13,13,13
884,482,13,13,13

879,481,13,13,13
887,485,13,13,13

880,481,14,14,14
879,481,14,14,14

880,481,14,14,14
884,482,14,14,14

880,481,14,14,14
887,485,14,14,14

884,482,13,13,13
880,481,13,13,13

884,482,13,13,13
887,485,13,13,13

884,482,13,13,13
879,481,13,13,13

887,485,8,8,8
884,482,8,8,8

887,485,8,8,8
880,481,8,8,8

887,485,8,8,8
879,481,8,8,8

891,477,8,8,8
884,482,8,8,8

891,477,8,8,8
887,485,8,8,8

891,477,8,8,8
896,487,8,8,8

896,487,15,15,15
901,487,15,15,15

896,487,15,15,15
887,485,15,15,15

896,487,15,15,15
891,477,15,15,15

901,487,14,14,14
896,487,14,14,14

901,487,14,14,14
912,484,14,14,14

901,487,14,14,14
887,485,14,14,14

911,474,1,1,1
912,475,1,1,1

911,474,1,1,1
912,484,1,1,1

911,474,1,1,1
921,479,1,1,1

912,484,9,9,9
918,483,9,9,9

912,484,9,9,9
912,475,9,9,9

912,484,9,9,9
911,474,9,9,9

912,475,20,20,20
911,474,20,20,20

912,475,20,20,20
912,484,20,20,20

912,475,20,20,20
921,479,20,20,20

918,483,9,9,9
921,479,9,9,9

918,483,9,9,9
912,484,9,9,9

918,483,9,9,9
922,489,9,9,9

918,130,107,107,107
933,133,107,107,107

918,130,107,107,107
934,133,107,107,107

918,130,107,107,107
948,137,107,107,107

921,479,11,11,11
918,483,11,11,11

921,479,11,11,11
928,482,11,11,11

921,479,11,11,11
912,475,11,11,11

922,489,27,27,27
927,491,27,27,27

922,489,27,27,27
918,483,27,27,27

922,489,27,27,27
928,482,27,27,27

927,491,18,18,18
922,489,18,18,18

927,491,18,18,18
928,482,18,18,18

927,491,18,18,18
918,483,18,18,18

928,482,9,9,9
921,479,9,9,9

928,482,9,9,9
934,476,9,9,9

928,482,9,9,9
927,491,9,9,9

933,133,70,70,70
918,130,70,70,70

933,133,70,70,70
934,133,70,70,70

933,133,70,70,70
948,137,70,70,70

934,476,8,8,8
936,477,8,8,8

934,476,8,8,8
928,482,8,8,8

934,476,8,8,8
941,481,8,8,8

934,133,68,68,68
918,130,68,68,68

934,133,68,68,68
933,133,68,68,68

934,133,68,68,68
948,137,68,68,68

936,477,7,7,7
934,476,7,7,7

936,477,7,7,7
941,481,7,7,7

936,477,7,7,7
928,482,7,7,7

941,481,10,10,10
936,477,10,10,10

941,481,10,10,10
934,476,10,10,10

941,481,10,10,10
950,473,10,10,10

948,137,75,75,75
918,130,75,75,75

948,137,75,75,75
933,133,75,75,75

948,137,75,75,75
934,133,75,75,75

950,473,1,1,1
956,483,1,1,1

950,473,1,1,1
941,481,1,1,1

950,473,1,1,1
957,483,1,1,1

953,485,9,9,9
956,483,9,9,9

953,485,9,9,9
957,483,9,9,9

953,485,9,9,9
959,485,9,9,9

956,483,8,8,8
957,483,8,8,8

956,483,8,8,8
953,485,8,8,8

956,483,8,8,8
959,485,8,8,8

957,483,8,8,8
956,483,8,8,8

957,483,8,8,8
959,485,8,8,8

957,483,8,8,8
953,485,8,8,8

959,485,9,9,9
957,483,9,9,9

959,485,9,9,9
956,483,9,9,9

959,485,9,9,9
953,485,9,9,9

962,493,0,0,0
959,485,0,0,0

962,493,0,0,0
965,483,0,0,0

962,493,0,0,0
957,483,0,0,0

964,472,22,22,22
967,479,22,22,22

964,472,22,22,22
965,483,22,22,22

964,472,22,22,22
957,483,22,22,22

965,483,8,8,8
967,479,8,8,8

965,483,8,8,8
959,485,8,8,8

965,483,8,8,8
957,483,8,8,8

967,479,9,9,9
965,483,9,9,9

967,479,9,9,9
964,472,9,9,9

967,479,9,9,9
959,485,9,9,9

969,245,162,162,162
987,228,162,162,162

969,245,162,162,162
995,266,162,162,162

969,245,162,162,162
978,207,162,162,162

978,207,161,161,161
987,228,161,161,161

978,207,161,161,161
1010,203,161,161,161

978,207,161,161,161
969,245,161,161,161

980,479,7,7,7
983,475,7,7,7

980,479,7,7,7
991,474,7,7,7

980,479,7,7,7
990,487,7,7,7

983,475,8,8,8
980,479,8,8,8

983,475,8,8,8
991,474,8,8,8

983,475,8,8,8
992,484,8,8,8

987,228,116,116,116
978,207,116,116,116

987,228,116,116,116
969,245,116,116,116

987,228,116,116,116
1010,203,116,116,116

989,291,170,170,170
969,245,170,170,170

989,291,170,170,170
995,266,170,170,170

989,291,170,170,170
1008,301,170,170,170

990,488,7,7,7
990,487,7,7,7

990,488,7,7,7
992,486,7,7,7

990,488,7,7,7
992,484,7,7,7

990,487,12,12,12
990,488,12,12,12

990,487,12,12,12
992,486,12,12,12

990,487,12,12,12
992,484,12,12,12

991,474,9,9,9
997,476,9,9,9

991,474,9,9,9
983,475,9,9,9

991,474,9,9,9
999,471,9,9,9

992,486,13,13,13
992,484,13,13,13

992,486,13,13,13
990,487,13,13,13

992,486,13,13,13
990,488,13,13,13

992,484,11,11,11
992,486,11,11,11

992,484,11,11,11
990,487,11,11,11

992,484,11,11,11
990,488,11,11,11

995,266,62,62,62
989,291,62,62,62

995,266,62,62,62
969,245,62,62,62

995,266,62,62,62
1008,301,62,62,62

997,476,8,8,8
999,471,8,8,8

997,476,8,8,8
991,474,8,8,8

997,476,8,8,8
1000,468,8,8,8

999,471,7,7,7
1000,468,7,7,7

999,471,7,7,7
997,476,7,7,7

999,471,7,7,7
991,474,7,7,7

1000,468,0,0,0
999,471,0,0,0

1000,468,0,0,0
997,476,0,0,0

1000,468,0,0,0
991,474,0,0,0

1002,151,97,97,97
1005,156,97,97,97

1002,151,97,97,97
1007,158,97,97,97

1002,151,97,97,97
1011,160,97,97,97

1005,156,23,23,23
1007,158,23,23,23

1005,156,23,23,23
1002,151,23,23,23

1005,156,23,23,23
1011,160,23,23,23

1007,158,13,13,13
1005,156,13,13,13

1007,158,13,13,13
1011,160,13,13,13

1007,158,13,13,13
1012,159,13,13,13

1008,301,94,94,94
989,291,94,94,94

1008,301,94,94,94
995,266,94,94,94

1008,301,94,94,94
1041,349,94,94,94

1010,203,197,197,197
1036,186,197,197,197

1010,203,197,197,197
978,207,197,197,197

1010,203,197,197,197
987,228,197,197,197

1011,483,14,14,14
1011,477,14,14,14

1011,483,14,14,14
1021,483,14,14,14

1011,483,14,14,14
1017,472,14,14,14

1011,477,8,8,8
1011,483,8,8,8

1011,477,8,8,8
1017,472,8,8,8

1011,477,8,8,8
1021,475,8,8,8

1011,160,17,17,17
1012,159,17,17,17

1011,160,17,17,17
1013,161,17,17,17

1011,160,17,17,17
1007,158,17,17,17

1012,159,14,14,14
1011,160,14,14,14

1012,159,14,14,14
1013,161,14,14,14

1012,159,14,14,14
1007,158,14,14,14

1013,161,18,18,18
1011,160,18,18,18

1013,161,18,18,18
1012,159,18,18,18

1013,161,18,18,18
1007,158,18,18,18

1017,472,15,15,15
1021,475,15,15,15

1017,472,15,15,15
1019,465,15,15,15

1017,472,15,15,15
1011,477,15,15,15

1019,465,16,16,16
1023,465,16,16,16

1019,465,16,16,16
1025,468,16,16,16

1019,465,16,16,16
1017,472,16,16,16

1021,483,8,8,8
1028,486,8,8,8

1021,483,8,8,8
1021,475,8,8,8

1021,483,8,8,8
1011,483,8,8,8

1021,475,9,9,9
1017,472,9,9,9

1021,475,9,9,9
1021,483,9,9,9

1021,475,9,9,9
1025,468,9,9,9

1023,465,11,11,11
1025,468,11,11,11

1023,465,11,11,11
1019,465,11,11,11

1023,465,11,11,11
1027,466,11,11,11

1024,159,40,40,40
1013,161,40,40,40

1024,159,40,40,40
1030,169,40,40,40

1024,159,40,40,40
1012,159,40,40,40

1025,468,19,19,19
1027,466,19,19,19

1025,468,19,19,19
1023,465,19,19,19

1025,468,19,19,19
1019,465,19,19,19

1026,461,51,51,51
1023,465,51,51,51

1026,461,51,51,51
1027,466,51,51,51

1026,461,51,51,51
1025,468,51,51,51

1026,172,16,16,16
1030,169,16,16,16

1026,172,16,16,16
1024,159,16,16,16

1026,172,16,16,16
1040,180,16,16,16

1027,466,2,2,2
1025,468,2,2,2

1027,466,2,2,2
1023,465,2,2,2

1027,466,2,2,2
1026,461,2,2,2

1028,486,20,20,20
1021,483,20,20,20

1028,486,20,20,20
1036,484,20,20,20

1028,486,20,20,20
1037,484,20,20,20

1029,110,174,174,174
1048,103,174,174,174

1029,110,174,174,174
1002,151,174,174,174

1029,110,174,174,174
1024,159,174,174,174

1030,169,25,25,25
1026,172,25,25,25

1030,169,25,25,25
1024,159,25,25,25

1030,169,25,25,25
1040,180,25,25,25

1031,474,22,22,22
1036,478,22,22,22

1031,474,22,22,22
1035,467,22,22,22

1031,474,22,22,22
1025,468,22,22,22

1034,463,3,3,3
1035,467,3,3,3

1034,463,3,3,3
1037,468,3,3,3

1034,463,3,3,3
1027,466,3,3,3

1035,467,33,33,33
1037,468,33,33,33

1035,467,33,33,33
1034,463,33,33,33

1035,467,33,33,33
1027,466,33,33,33

1036,484,9,9,9
1037,484,9,9,9

1036,484,9,9,9
1036,478,9,9,9

1036,484,9,9,9
1028,486,9,9,9

1036,478,7,7,7
1036,484,7,7,7

1036,478,7,7,7
1037,484,7,7,7

1036,478,7,7,7
1031,474,7,7,7

1036,186,70,70,70
1040,180,70,70,70

1036,186,70,70,70
1026,172,70,70,70

1036,186,70,70,70
1030,169,70,70,70

1037,484,11,11,11
1036,484,11,11,11

1037,484,11,11,11
1036,478,11,11,11

1037,484,11,11,11
1045,484,11,11,11

1037,468,24,24,24
1035,467,24,24,24

1037,468,24,24,24
1034,463,24,24,24

1037,468,24,24,24
1042,462,24,24,24

1040,180,12,12,12
1036,186,12,12,12

1040,180,12,12,12
1030,169,12,12,12

1040,180,12,12,12
1026,172,12,12,12

1041,349,159,159,159
1008,301,159,159,159

1042,462,12,12,12
1037,468,12,12,12

1042,462,12,12,12
1048,457,12,12,12

1042,462,12,12,12
1034,463,12,12,12

1045,484,1,1,1
1037,484,1,1,1

1045,484,1,1,1
1036,484,1,1,1

1045,484,1,1,1
1036,478,1,1,1

1048,457,5,5,5
1049,454,5,5,5

1048,457,5,5,5
1042,462,5,5,5

1048,457,5,5,5
1053,464,5,5,5

1048,103,183,183,183
1002,151,183,183,183

1048,103,183,183,183
1029,110,183,183,183

1049,454,13,13,13
1048,457,13,13,13

1049,454,13,13,13
1042,462,13,13,13

1049,454,13,13,13
1053,464,13,13,13

1051,473,25,25,25
1056,480,25,25,25

1051,473,25,25,25
1053,464,25,25,25

1051,473,25,25,25
1062,474,25,25,25

1052,195,50,50,50
1062,200,50,50,50

1052,195,50,50,50
1036,186,50,50,50

1052,195,50,50,50
1040,180,50,50,50

1053,464,15,15,15
1060,463,15,15,15

1053,464,15,15,15
1048,457,15,15,15

1053,464,15,15,15
1051,473,15,15,15

1056,480,9,9,9
1062,474,9,9,9

1056,480,9,9,9
1051,473,9,9,9

1056,480,9,9,9
1045,484,9,9,9

1060,463,13,13,13
1053,464,13,13,13

1060,463,13,13,13
1071,463,13,13,13

1060,463,13,13,13
1062,474,13,13,13

1062,474,13,13,13
1056,480,13,13,13

1062,474,13,13,13
1051,473,13,13,13

1062,474,13,13,13
1060,463,13,13,13

1062,200,110,110,110
1052,195,110,110,110

1062,200,110,110,110
1068,223,110,110,110

1062,200,110,110,110
1077,223,110,110,110

1068,451,11,11,11
1070,453,11,11,11

1068,451,11,11,11
1069,448,11,11,11

1068,451,11,11,11
1072,454,11,11,11

1068,223,38,38,38
1077,223,38,38,38

1068,223,38,38,38
1074,234,38,38,38

1068,223,38,38,38
1086,236,38,38,38

1069,448,8,8,8
1068,451,8,8,8

1069,448,8,8,8
1070,453,8,8,8

1069,448,8,8,8
1072,454,8,8,8

1070,453,11,11,11
1072,454,11,11,11

1070,453,11,11,11
1068,451,11,11,11

1070,453,11,11,11
1069,448,11,11,11

1071,463,11,11,11
1073,471,11,11,11

1071,463,11,11,11
1079,460,11,11,11

1071,463,11,11,11
1078,458,11,11,11

1071,436,96,96,96
1080,441,96,96,96

1071,436,96,96,96
1069,448,96,96,96

1071,436,96,96,96
1077,449,96,96,96

1072,454,10,10,10
1070,453,10,10,10

1072,454,10,10,10
1068,451,10,10,10

1072,454,10,10,10
1069,448,10,10,10

1073,471,10,10,10
1074,472,10,10,10

1073,471,10,10,10
1080,471,10,10,10

1073,471,10,10,10
1071,463,10,10,10

1074,472,9,9,9
1073,471,9,9,9

1074,472,9,9,9
1080,471,9,9,9

1074,472,9,9,9
1071,463,9,9,9

1074,234,48,48,48
1081,242,48,48,48

1074,234,48,48,48
1077,223,48,48,48

1074,234,48,48,48
1086,236,48,48,48

1077,449,9,9,9
1080,455,9,9,9

1077,449,9,9,9
1072,454,9,9,9

1077,449,9,9,9
1069,448,9,9,9

1077,223,43,43,43
1068,223,43,43,43

1077,223,43,43,43
1074,234,43,43,43

1077,223,43,43,43
1086,236,43,43,43

1078,458,6,6,6
1079,460,6,6,6

1078,458,6,6,6
1080,455,6,6,6

1078,458,6,6,6
1083,455,6,6,6

1079,460,5,5,5
1078,458,5,5,5

1079,460,5,5,5
1080,455,5,5,5

1079,460,5,5,5
1083,455,5,5,5

1080,471,8,8,8
1074,472,8,8,8

1080,471,8,8,8
1073,471,8,8,8

1080,471,8,8,8
1088,465,8,8,8

1080,455,9,9,9
1083,455,9,9,9

1080,455,9,9,9
1078,458,9,9,9

1080,455,9,9,9
1079,460,9,9,9

1080,441,15,15,15
1086,441,15,15,15

1080,441,15,15,15
1077,449,15,15,15

1080,441,15,15,15
1071,436,15,15,15

1081,242,67,67,67
1086,236,67,67,67

1081,242,67,67,67
1074,234,67,67,67

1081,242,67,67,67
1092,250,67,67,67

1083,455,8,8,8
1080,455,8,8,8

1083,455,8,8,8
1078,458,8,8,8

1083,455,8,8,8
1079,460,8,8,8

1085,258,45,45,45
1087,256,45,45,45

1085,258,45,45,45
1093,262,45,45,45

1085,258,45,45,45
1092,250,45,45,45

1086,441,11,11,11
1080,441,11,11,11

1086,441,11,11,11
1093,435,11,11,11

1086,441,11,11,11
1092,449,11,11,11

1086,236,38,38,38
1081,242,38,38,38

1086,236,38,38,38
1074,234,38,38,38

1086,236,38,38,38
1092,250,38,38,38

1087,256,27,27,27
1085,258,27,27,27

1087,256,27,27,27
1092,250,27,27,27

1087,256,27,27,27
1093,262,27,27,27

1088,465,7,7,7
1090,470,7,7,7

1088,465,7,7,7
1097,468,7,7,7

1088,465,7,7,7
1080,471,7,7,7

1089,420,19,19,19
1092,427,19,19,19

1089,420,19,19,19
1102,418,19,19,19

1089,420,19,19,19
1103,419,19,19,19

1090,470,8,8,8
1088,465,8,8,8

1090,470,8,8,8
1092,476,8,8,8

1090,470,8,8,8
1097,468,8,8,8

1090,271,49,49,49
1096,268,49,49,49

1090,271,49,49,49
1097,277,49,49,49

1090,271,49,49,49
1093,262,49,49,49

1092,476,0,0,0
1097,474,0,0,0

1092,476,0,0,0
1090,470,0,0,0

1092,476,0,0,0
1097,468,0,0,0

1092,449,8,8,8
1094,450,8,8,8

1092,449,8,8,8
1094,448,8,8,8

1092,449,8,8,8
1086,441,8,8,8

1092,427,11,11,11
1089,420,11,11,11

1092,427,11,11,11
1097,433,11,11,11

1092,427,11,11,11
1093,435,11,11,11

1092,250,31,31,31
1087,256,31,31,31

1092,250,31,31,31
1085,258,31,31,31

1092,250,31,31,31
1093,262,31,31,31

1093,435,10,10,10
1097,433,10,10,10

1093,435,10,10,10
1092,427,10,10,10

1093,435,10,10,10
1086,441,10,10,10

1093,262,25,25,25
1096,268,25,25,25

1093,262,25,25,25
1087,256,25,25,25

1093,262,25,25,25
1085,258,25,25,25

1094,450,7,7,7
1094,448,7,7,7

1094,450,7,7,7
1092,449,7,7,7

1094,450,7,7,7
1102,446,7,7,7

1094,448,8,8,8
1094,450,8,8,8

1094,448,8,8,8
1092,449,8,8,8

1094,448,8,8,8
1102,446,8,8,8

1096,268,25,25,25
1090,271,25,25,25

1096,268,25,25,25
1093,262,25,25,25

1096,268,25,25,25
1097,277,25,25,25

1097,474,19,19,19
1092,476,19,19,19

1097,474,19,19,19
1097,468,19,19,19

1097,474,19,19,19
1090,470,19,19,19

1097,468,6,6,6
1097,474,6,6,6

1097,468,6,6,6
1103,465,6,6,6

1097,468,6,6,6
1090,470,6,6,6

1097,433,10,10,10
1093,435,10,10,10

1097,433,10,10,10
1103,437,10,10,10

1097,433,10,10,10
1092,427,10,10,10

1097,277,53,53,53
1096,268,53,53,53

1097,277,53,53,53
1090,271,53,53,53

1097,277,53,53,53
1093,262,53,53,53

1102,446,9,9,9
1094,448,9,9,9

1102,446,9,9,9
1094,450,9,9,9

1102,446,9,9,9
1103,437,9,9,9

1102,418,5,5,5
1103,419,5,5,5

1102,418,5,5,5
1104,412,5,5,5

1102,418,5,5,5
1111,415,5,5,5

1102,408,5,5,5
1104,412,5,5,5

1102,408,5,5,5
1106,403,5,5,5

1102,408,5,5,5
1109,405,5,5,5

1102,330,73,73,73
1103,332,73,73,73

1102,330,73,73,73
1105,327,73,73,73

1102,330,73,73,73
1106,323,73,73,73

1102,313,41,41,41
1106,323,41,41,41

1102,313,41,41,41
1115,317,41,41,41

1102,313,41,41,41
1105,327,41,41,41

1103,465,6,6,6
1097,468,6,6,6

1103,465,6,6,6
