#i,j,r,g,b
220,476,10,10,10

214,479,10,10,10
213,470,10,10,10

216,302,57,57,57
221,311,57,57,57

216,302,57,57,57
212,318,57,57,57

216,302,57,57,57
234,296,57,57,57

218,478,14,14,14
220,476,14,14,14

218,478,14,14,14
214,479,14,14,14

218,478,14,14,14
225,481,14,14,14

218,283,75,75,75
220,277,75,75,75

218,283,75,75,75
234,292,75,75,75

218,283,75,75,75
201,290,75,75,75

219,342,95,95,95
224,335,95,95,95

219,342,95,95,95
220,324,95,95,95

219,342,95,95,95
208,359,95,95,95

220,476,6,6,6
218,478,6,6,6

220,476,6,6,6
214,479,6,6,6

220,476,6,6,6
225,481,6,6,6

220,324,59,59,59
212,318,59,59,59

220,324,59,59,59
230,320,59,59,59

220,324,59,59,59
224,335,59,59,59

220,277,77,77,77
218,283,77,77,77

220,277,77,77,77
232,266,77,77,77

220,277,77,77,77
229,263,77,77,77

221,311,47,47,47
216,302,47,47,47

221,311,47,47,47
212,318,47,47,47

221,311,47,47,47
230,320,47,47,47

224,335,86,86,86
219,342,86,86,86

224,335,86,86,86
220,324,86,86,86

224,335,86,86,86
232,324,86,86,86

225,481,13,13,13
230,478,13,13,13

225,481,13,13,13
220,476,13,13,13

225,481,13,13,13
218,478,13,13,13

226,464,13,13,13
229,465,13,13,13

226,464,13,13,13
227,469,13,13,13

226,464,13,13,13
235,473,13,13,13

227,469,10,10,10
229,465,10,10,10

227,469,10,10,10
226,464,10,10,10

227,469,10,10,10
235,473,10,10,10

229,465,11,11,11
226,464,11,11,11

229,465,11,11,11
227,469,11,11,11

229,465,11,11,11
235,473,11,11,11

229,263,69,69,69
232,266,69,69,69

229,263,69,69,69
220,277,69,69,69

229,263,69,69,69
245,257,69,69,69

230,478,7,7,7
234,477,7,7,7

230,478,7,7,7
234,480,7,7,7

230,478,7,7,7
225,481,7,7,7

230,320,61,61,61
232,324,61,61,61

230,320,61,61,61
220,324,61,61,61

230,320,61,61,61
221,311,61,61,61

230,240,95,95,95
232,246,95,95,95

230,240,95,95,95
243,249,95,95,95

230,240,95,95,95
243,230,95,95,95

232,324,78,78,78
230,320,78,78,78

232,324,78,78,78
220,324,78,78,78

232,324,78,78,78
224,335,78,78,78

232,266,55,55,55
229,263,55,55,55

232,266,55,55,55
239,279,55,55,55

232,266,55,55,55
245,257,55,55,55

232,246,83,83,83
230,240,83,83,83

232,246,83,83,83
243,249,83,83,83

232,246,83,83,83
244,254,83,83,83

234,480,26,26,26
234,477,26,26,26

234,480,26,26,26
230,478,26,26,26

234,480,26,26,26
235,473,26,26,26

234,477,8,8,8
234,480,8,8,8

234,477,8,8,8
230,478,8,8,8

234,477,8,8,8
235,473,8,8,8

234,296,38,38,38
234,292,38,38,38

234,296,38,38,38
243,295,38,38,38

234,296,38,38,38
240,289,38,38,38

234,292,36,36,36
234,296,36,36,36

234,292,36,36,36
240,289,36,36,36

234,292,36,36,36
243,295,36,36,36

235,473,9,9,9
234,477,9,9,9

235,473,9,9,9
230,478,9,9,9

235,473,9,9,9
234,480,9,9,9

236,308,49,49,49
240,308,49,49,49

236,308,49,49,49
234,296,49,49,49

236,308,49,49,49
230,320,49,49,49

239,279,31,31,31
243,286,31,31,31

239,279,31,31,31
240,289,31,31,31

239,279,31,31,31
249,280,31,31,31

240,308,62,62,62
236,308,62,62,62

240,308,62,62,62
248,314,62,62,62

240,308,62,62,62
243,295,62,62,62

240,289,35,35,35
243,286,35,35,35

240,289,35,35,35
246,290,35,35,35

240,289,35,35,35
234,292,35,35,35

243,295,43,43,43
246,290,43,43,43

243,295,43,43,43
240,289,43,43,43

243,295,43,43,43
243,286,43,43,43

243,286,34,34,34
240,289,34,34,34

243,286,34,34,34
246,290,34,34,34

243,286,34,34,34
239,279,34,34,34

243,249,47,47,47
244,254,47,47,47

243,249,47,47,47
245,257,47,47,47

243,249,47,47,47
253,247,47,47,47

243,230,77,77,77
257,226,77,77,77

243,230,77,77,77
230,240,77,77,77

243,230,77,77,77
259,239,77,77,77

244,254,38,38,38
245,257,38,38,38

244,254,38,38,38
243,249,38,38,38

244,254,38,38,38
253,255,38,38,38

245,257,32,32,32
244,254,32,32,32

245,257,32,32,32
243,249,32,32,32

245,257,32,32,32
253,255,32,32,32

246,483,26,26,26
251,479,26,26,26

246,483,26,26,26
234,480,26,26,26

246,483,26,26,26
234,477,26,26,26

246,290,39,39,39
243,286,39,39,39

246,290,39,39,39
243,295,39,39,39

246,290,39,39,39
240,289,39,39,39

248,314,102,102,102
240,308,102,102,102

248,314,102,102,102
254,306,102,102,102

248,314,102,102,102
236,308,102,102,102

249,334,150,150,150
232,324,150,150,150

249,334,150,150,150
248,314,150,150,150

249,334,150,150,150
230,320,150,150,150

249,280,31,31,31
243,286,31,31,31

249,280,31,31,31
239,279,31,31,31

249,280,31,31,31
246,290,31,31,31

251,479,8,8,8
246,483,8,8,8

251,479,8,8,8
254,470,8,8,8

251,479,8,8,8
264,470,8,8,8

253,255,23,23,23
253,247,23,23,23

253,255,23,23,23
261,254,23,23,23

253,255,23,23,23
245,257,23,23,23

253,247,26,26,26
259,249,26,26,26

253,247,26,26,26
260,249,26,26,26

253,247,26,26,26
260,244,26,26,26

254,470,6,6,6
251,479,6,6,6

254,470,6,6,6
264,470,6,6,6

254,470,6,6,6
246,483,6,6,6

254,306,99,99,99
259,300,99,99,99

254,306,99,99,99
248,314,99,99,99

254,306,99,99,99
240,308,99,99,99

255,269,26,26,26
249,280,26,26,26

255,269,26,26,26
253,255,26,26,26

255,269,26,26,26
269,267,26,26,26

257,226,41,41,41
261,223,41,41,41

257,226,41,41,41
262,226,41,41,41

257,226,41,41,41
264,232,41,41,41

259,300,98,98,98
254,306,98,98,98

259,300,98,98,98
266,286,98,98,98

259,300,98,98,98
246,290,98,98,98

259,249,20,20,20
260,249,20,20,20

259,249,20,20,20
260,244,20,20,20

259,249,20,20,20
261,254,20,20,20

259,239,23,23,23
261,243,23,23,23

259,239,23,23,23
262,235,23,23,23

259,239,23,23,23
260,244,23,23,23

260,249,19,19,19
259,249,19,19,19

260,249,19,19,19
260,244,19,19,19

260,249,19,19,19
261,254,19,19,19

260,244,19,19,19
261,243,19,19,19

260,244,19,19,19
260,249,19,19,19

260,244,19,19,19
259,249,19,19,19

261,254,19,19,19
260,249,19,19,19

261,254,19,19,19
259,249,19,19,19

261,254,19,19,19
253,255,19,19,19

261,243,19,19,19
260,244,19,19,19

261,243,19,19,19
259,239,19,19,19

261,243,19,19,19
260,249,19,19,19

261,223,47,47,47
262,226,47,47,47

261,223,47,47,47
257,226,47,47,47

261,223,47,47,47
264,232,47,47,47

262,235,23,23,23
264,232,23,23,23

262,235,23,23,23
259,239,23,23,23

262,235,23,23,23
261,243,23,23,23

262,226,35,35,35
261,223,35,35,35

262,226,35,35,35
257,226,35,35,35

262,226,35,35,35
264,232,35,35,35

264,470,9,9,9
254,470,9,9,9

264,470,9,9,9
274,474,9,9,9

264,470,9,9,9
276,472,9,9,9

264,232,26,26,26
262,235,26,26,26

264,232,26,26,26
262,226,26,26,26

264,232,26,26,26
259,239,26,26,26

266,286,79,79,79
259,300,79,79,79

266,286,79,79,79
249,280,79,79,79

266,286,79,79,79
269,267,79,79,79

269,267,43,43,43
277,269,43,43,43

269,267,43,43,43
280,267,43,43,43

269,267,43,43,43
255,269,43,43,43

271,250,23,23,23
281,249,23,23,23

271,250,23,23,23
261,254,23,23,23

271,250,23,23,23
260,249,23,23,23

273,484,23,23,23
275,485,23,23,23

273,484,23,23,23
274,474,23,23,23

273,484,23,23,23
276,474,23,23,23

274,474,26,26,26
276,474,26,26,26

274,474,26,26,26
276,472,26,26,26

274,474,26,26,26
278,470,26,26,26

275,485,24,24,24
273,484,24,24,24

275,485,24,24,24
283,489,24,24,24

275,485,24,24,24
274,474,24,24,24

275,319,153,153,153
254,306,153,153,153

275,319,153,153,153
259,300,153,153,153

275,319,153,153,153
286,295,153,153,153

276,474,22,22,22
274,474,22,22,22

276,474,22,22,22
276,472,22,22,22

276,474,22,22,22
278,470,22,22,22

276,472,9,9,9
276,474,9,9,9

276,472,9,9,9
274,474,9,9,9

276,472,9,9,9
278,470,9,9,9

277,269,64,64,64
280,267,64,64,64

277,269,64,64,64
269,267,64,64,64

277,269,64,64,64
271,250,64,64,64

278,470,17,17,17
276,472,17,17,17

278,470,17,17,17
276,474,17,17,17

278,470,17,17,17
274,474,17,17,17

280,267,68,68,68
277,269,68,68,68

280,267,68,68,68
269,267,68,68,68

280,267,68,68,68
281,249,68,68,68

281,249,42,42,42
271,250,42,42,42

281,249,42,42,42
281,235,42,42,42

281,249,42,42,42
288,234,42,42,42

281,235,36,36,36
288,234,36,36,36

281,235,36,36,36
286,228,36,36,36

281,235,36,36,36
281,249,36,36,36

283,489,0,0,0
287,488,0,0,0

283,489,0,0,0
286,484,0,0,0

283,489,0,0,0
275,485,0,0,0

286,484,14,14,14
287,488,14,14,14

286,484,14,14,14
283,489,14,14,14

286,484,14,14,14
286,474,14,14,14

286,474,18,18,18
278,470,18,18,18

286,474,18,18,18
276,474,18,18,18

286,474,18,18,18
286,484,18,18,18

286,295,139,139,139
266,286,139,139,139

286,295,139,139,139
275,319,139,139,139

286,295,139,139,139
259,300,139,139,139

286,228,72,72,72
288,234,72,72,72

286,228,72,72,72
281,235,72,72,72

286,228,72,72,72
281,249,72,72,72

287,488,28,28,28
283,489,28,28,28

287,488,28,28,28
286,484,28,28,28

287,488,28,28,28
298,487,28,28,28

288,234,67,67,67
286,228,67,67,67

288,234,67,67,67
281,235,67,67,67

288,234,67,67,67
281,249,67,67,67

298,487,25,25,25
305,479,25,25,25

298,487,25,25,25
306,480,25,25,25

298,487,25,25,25
287,488,25,25,25

299,473,10,10,10
305,479,10,10,10

299,473,10,10,10
306,480,10,10,10

299,473,10,10,10
309,472,10,10,10

305,479,8,8,8
306,480,8,8,8

305,479,8,8,8
309,472,8,8,8

305,479,8,8,8
299,473,8,8,8

306,480,8,8,8
305,479,8,8,8

306,480,8,8,8
309,472,8,8,8

306,480,8,8,8
314,484,8,8,8

308,239,148,148,148
288,234,148,148,148

308,239,148,148,148
313,260,148,148,148

308,239,148,148,148
286,228,148,148,148

309,472,8,8,8
315,471,8,8,8

309,472,8,8,8
305,479,8,8,8

309,472,8,8,8
306,480,8,8,8

309,339,153,153,153
275,319,153,153,153

309,339,153,153,153
342,365,153,153,153

309,339,153,153,153
350,350,153,153,153

313,486,27,27,27
314,484,27,27,27

313,486,27,27,27
316,480,27,27,27

313,486,27,27,27
306,480,27,27,27

313,260,135,135,135
326,267,135,135,135

313,260,135,135,135
308,239,135,135,135

313,260,135,135,135
335,269,135,135,135

314,484,10,10,10
313,486,10,10,10

314,484,10,10,10
316,480,10,10,10

314,484,10,10,10
306,480,10,10,10

315,471,18,18,18
309,472,18,18,18

315,471,18,18,18
316,480,18,18,18

315,471,18,18,18
306,480,18,18,18

316,480,7,7,7
314,484,7,7,7

316,480,7,7,7
313,486,7,7,7

316,480,7,7,7
315,471,7,7,7

326,482,6,6,6
335,478,6,6,6

326,482,6,6,6
316,480,6,6,6

326,482,6,6,6
337,480,6,6,6

326,267,137,137,137
335,269,137,137,137

326,267,137,137,137
313,260,137,137,137

326,267,137,137,137
308,239,137,137,137

327,395,165,165,165
342,365,165,165,165

327,395,165,165,165
361,376,165,165,165

327,395,165,165,165
365,407,165,165,165

335,478,9,9,9
337,480,9,9,9

335,478,9,9,9
340,476,9,9,9

335,478,9,9,9
326,482,9,9,9

335,269,141,141,141
326,267,141,141,141

335,269,141,141,141
313,260,141,141,141

335,269,141,141,141
308,239,141,141,141

337,480,7,7,7
335,478,7,7,7

337,480,7,7,7
340,476,7,7,7

337,480,7,7,7
340,489,7,7,7

340,489,0,0,0
348,489,0,0,0

340,489,0,0,0
337,480,0,0,0

340,489,0,0,0
350,486,0,0,0

340,476,10,10,10
337,480,10,10,10

340,476,10,10,10
335,478,10,10,10

340,476,10,10,10
347,480,10,10,10

342,365,150,150,150
350,350,150,150,150

342,365,150,150,150
361,376,150,150,150

342,365,150,150,150
327,395,150,150,150

347,480,8,8,8
349,482,8,8,8

347,480,8,8,8
349,478,8,8,8

347,480,8,8,8
350,486,8,8,8

348,489,0,0,0
350,486,0,0,0

348,489,0,0,0
349,482,0,0,0

348,489,0,0,0
340,489,0,0,0

349,482,8,8,8
347,480,8,8,8

349,482,8,8,8
349,478,8,8,8

349,482,8,8,8
350,486,8,8,8

349,478,6,6,6
347,480,6,6,6

349,478,6,6,6
349,482,6,6,6

349,478,6,6,6
350,486,6,6,6

349,468,0,0,0
350,470,0,0,0

349,468,0,0,0
349,478,0,0,0

349,468,0,0,0
340,476,0,0,0

350,486,26,26,26
348,489,26,26,26

350,486,26,26,26
349,482,26,26,26

350,486,26,26,26
347,480,26,26,26

350,470,7,7,7
349,468,7,7,7

350,470,7,7,7
349,478,7,7,7

350,470,7,7,7
347,480,7,7,7

350,350,147,147,147
342,365,147,147,147

350,350,147,147,147
361,376,147,147,147

350,350,147,147,147
370,327,147,147,147

358,482,10,10,10
350,486,10,10,10

358,482,10,10,10
349,482,10,10,10

358,482,10,10,10
349,478,10,10,10

361,376,150,150,150
342,365,150,150,150

361,376,150,150,150
350,350,150,150,150

361,376,150,150,150
365,407,150,150,150

365,407,161,161,161
389,418,161,161,161

365,407,161,161,161
361,376,161,161,161

365,407,161,161,161
393,428,161,161,161

366,467,10,10,10
367,476,10,10,10

366,467,10,10,10
376,471,10,10,10

366,467,10,10,10
350,470,10,10,10

367,476,7,7,7
366,467,7,7,7

367,476,7,7,7
376,471,7,7,7

367,476,7,7,7
358,482,7,7,7

370,327,142,142,142
382,327,142,142,142

370,327,142,142,142
397,329,142,142,142

370,327,142,142,142
350,350,142,142,142

376,471,14,14,14
386,472,14,14,14

376,471,14,14,14
367,476,14,14,14

376,471,14,14,14
366,467,14,14,14

379,486,58,58,58
376,471,58,58,58

379,486,58,58,58
367,476,58,58,58

379,486,58,58,58
386,472,58,58,58

382,327,140,140,140
370,327,140,140,140

382,327,140,140,140
397,329,140,140,140

382,327,140,140,140
350,350,140,140,140

385,465,20,20,20
386,472,20,20,20

385,465,20,20,20
376,471,20,20,20

385,465,20,20,20
397,468,20,20,20

386,472,8,8,8
385,465,8,8,8

386,472,8,8,8
396,472,8,8,8

386,472,8,8,8
376,471,8,8,8

389,418,161,161,161
393,428,161,161,161

389,418,161,161,161
395,433,161,161,161

389,418,161,161,161
408,413,161,161,161

393,428,168,168,168
395,433,168,168,168

393,428,168,168,168
389,418,168,168,168

393,428,168,168,168
404,432,168,168,168

395,433,167,167,167
393,428,167,167,167

395,433,167,167,167
404,432,167,167,167

395,433,167,167,167
389,418,167,167,167

396,480,18,18,18
396,472,18,18,18

396,480,18,18,18
397,468,18,18,18

396,480,18,18,18
386,472,18,18,18

396,472,7,7,7
397,468,7,7,7

396,472,7,7,7
396,480,7,7,7

396,472,7,7,7
386,472,7,7,7

397,468,8,8,8
396,472,8,8,8

397,468,8,8,8
386,472,8,8,8

397,468,8,8,8
396,480,8,8,8

397,329,138,138,138
382,327,138,138,138

397,329,138,138,138
370,327,138,138,138

397,329,138,138,138
414,354,138,138,138

404,432,164,164,164
395,433,164,164,164

404,432,164,164,164
393,428,164,164,164

404,432,164,164,164
408,413,164,164,164

404,367,145,145,145
414,354,145,145,145

404,367,145,145,145
397,329,145,145,145

404,367,145,145,145
446,365,145,145,145

408,413,157,157,157
404,432,157,157,157

408,413,157,157,157
389,418,157,157,157

408,413,157,157,157
393,428,157,157,157

409,461,10,10,10
416,458,10,10,10

409,461,10,10,10
410,471,10,10,10

409,461,10,10,10
419,465,10,10,10

409,138,86,86,86
414,141,86,86,86

409,138,86,86,86
415,140,86,86,86

409,138,86,86,86
425,151,86,86,86

410,471,5,5,5
412,476,5,5,5

410,471,5,5,5
409,461,5,5,5

410,471,5,5,5
419,465,5,5,5

412,476,14,14,14
410,471,14,14,14

412,476,14,14,14
419,465,14,14,14

412,476,14,14,14
422,467,14,14,14

414,354,139,139,139
404,367,139,139,139

414,354,139,139,139
397,329,139,139,139

414,354,139,139,139
446,365,139,139,139

414,141,39,39,39
415,140,39,39,39

414,141,39,39,39
409,138,39,39,39

414,141,39,39,39
425,151,39,39,39

415,140,85,85,85
414,141,85,85,85

415,140,85,85,85
409,138,85,85,85

415,140,85,85,85
425,151,85,85,85

416,458,2,2,2
409,461,2,2,2

416,458,2,2,2
419,465,2,2,2

416,458,2,2,2
425,462,2,2,2

419,465,7,7,7
422,467,7,7,7

419,465,7,7,7
424,464,7,7,7

419,465,7,7,7
424,469,7,7,7

422,467,5,5,5
424,469,5,5,5

422,467,5,5,5
419,465,5,5,5

422,467,5,5,5
424,464,5,5,5

424,469,6,6,6
422,467,6,6,6

424,469,6,6,6
424,464,6,6,6

424,469,6,6,6
419,465,6,6,6

424,464,7,7,7
425,462,7,7,7

424,464,7,7,7
422,467,7,7,7

424,464,7,7,7
424,469,7,7,7

425,462,8,8,8
424,464,8,8,8

425,462,8,8,8
429,458,8,8,8

425,462,8,8,8
422,467,8,8,8

425,151,48,48,48
428,148,48,48,48

425,151,48,48,48
414,141,48,48,48

425,151,48,48,48
415,140,48,48,48

428,148,18,18,18
425,151,18,18,18

428,148,18,18,18
415,140,18,18,18

428,148,18,18,18
414,141,18,18,18

429,458,6,6,6
425,462,6,6,6

429,458,6,6,6
424,464,6,6,6

429,458,6,6,6
436,464,6,6,6

436,464,5,5,5
443,469,5,5,5

436,464,5,5,5
445,463,5,5,5

436,464,5,5,5
429,458,5,5,5

443,469,26,26,26
446,464,26,26,26

443,469,26,26,26
445,463,26,26,26

443,469,26,26,26
436,464,26,26,26

445,463,10,10,10
446,464,10,10,10

445,463,10,10,10
443,469,10,10,10

445,463,10,10,10
436,464,10,10,10

445,449,26,26,26
451,450,26,26,26

445,449,26,26,26
445,463,26,26,26

445,449,26,26,26
446,464,26,26,26

445,161,24,24,24
456,168,24,24,24

445,161,24,24,24
458,173,24,24,24

445,161,24,24,24
461,175,24,24,24

446,464,13,13,13
445,463,13,13,13

446,464,13,13,13
443,469,13,13,13

446,464,13,13,13
454,466,13,13,13

446,365,142,142,142
468,346,142,142,142

446,365,142,142,142
449,394,142,142,142

446,365,142,142,142
414,354,142,142,142

449,394,151,151,151
459,398,151,151,151

449,394,151,151,151
446,365,151,151,151

449,394,151,151,151
408,413,151,151,151

451,450,9,9,9
445,449,9,9,9

451,450,9,9,9
461,446,9,9,9

451,450,9,9,9
445,463,9,9,9

454,466,1,1,1
446,464,1,1,1

454,466,1,1,1
445,463,1,1,1

454,466,1,1,1
443,469,1,1,1

456,168,58,58,58
458,173,58,58,58

456,168,58,58,58
461,175,58,58,58

456,168,58,58,58
445,161,58,58,58

458,173,44,44,44
461,175,44,44,44

458,173,44,44,44
456,168,44,44,44

458,173,44,44,44
445,161,44,44,44

459,398,154,154,154
449,394,154,154,154

459,398,154,154,154
446,365,154,154,154

459,398,154,154,154
475,434,154,154,154

461,446,8,8,8
468,443,8,8,8

461,446,8,8,8
469,448,8,8,8

461,446,8,8,8
471,449,8,8,8

461,175,61,61,61
458,173,61,61,61

461,175,61,61,61
456,168,61,61,61

461,175,61,61,61
445,161,61,61,61

468,443,6,6,6
469,448,6,6,6

468,443,6,6,6
471,449,6,6,6

468,443,6,6,6
461,446,6,6,6

468,346,160,160,160
446,365,160,160,160

468,346,160,160,160
449,394,160,160,160

468,346,160,160,160
516,376,160,160,160

469,448,10,10,10
471,449,10,10,10

469,448,10,10,10
468,443,10,10,10

469,448,10,10,10
476,444,10,10,10

471,449,7,7,7
469,448,7,7,7

471,449,7,7,7
468,443,7,7,7

471,449,7,7,7
476,444,7,7,7

475,434,4,4,4
481,431,4,4,4

475,434,4,4,4
476,444,4,4,4

475,434,4,4,4
485,438,4,4,4

476,444,10,10,10
471,449,10,10,10

476,444,10,10,10
468,443,10,10,10

476,444,10,10,10
469,448,10,10,10

481,431,9,9,9
475,434,9,9,9

481,431,9,9,9
488,428,9,9,9

481,431,9,9,9
485,438,9,9,9

481,208,19,19,19
488,221,19,19,19

481,208,19,19,19
489,222,19,19,19

481,208,19,19,19
498,212,19,19,19

485,446,29,29,29
485,442,29,29,29

485,446,29,29,29
485,438,29,29,29

485,446,29,29,29
476,444,29,29,29

485,442,7,7,7
485,446,7,7,7

485,442,7,7,7
485,438,7,7,7

485,442,7,7,7
488,437,7,7,7

485,438,8,8,8
488,437,8,8,8

485,438,8,8,8
485,442,8,8,8

485,438,8,8,8
485,446,8,8,8

488,437,7,7,7
485,438,7,7,7

488,437,7,7,7
485,442,7,7,7

488,437,7,7,7
492,432,7,7,7

488,428,5,5,5
492,432,5,5,5

488,428,5,5,5
481,431,5,5,5

488,428,5,5,5
488,437,5,5,5

488,221,15,15,15
489,222,15,15,15

488,221,15,15,15
494,232,15,15,15

488,221,15,15,15
498,212,15,15,15

489,222,28,28,28
488,221,28,28,28

489,222,28,28,28
494,232,28,28,28

489,222,28,28,28
498,212,28,28,28

492,432,9,9,9
488,428,9,9,9

492,432,9,9,9
488,437,9,9,9

492,432,9,9,9
501,432,9,9,9

494,232,8,8,8
489,222,8,8,8

494,232,8,8,8
488,221,8,8,8

494,232,8,8,8
508,228,8,8,8

498,212,0,0,0
506,217,0,0,0

498,212,0,0,0
488,221,0,0,0

498,212,0,0,0
489,222,0,0,0

500,425,9,9,9
503,429,9,9,9

500,425,9,9,9
501,432,9,9,9

500,425,9,9,9
492,432,9,9,9

501,432,9,9,9
503,429,9,9,9

501,432,9,9,9
500,425,9,9,9

501,432,9,9,9
492,432,9,9,9

503,442,3,3,3
510,435,3,3,3

503,442,3,3,3
501,432,3,3,3

503,442,3,3,3
503,429,3,3,3

503,429,8,8,8
501,432,8,8,8

503,429,8,8,8
500,425,8,8,8

503,429,8,8,8
510,435,8,8,8

505,409,4,4,4
511,414,4,4,4

505,409,4,4,4
512,419,4,4,4

505,409,4,4,4
517,417,4,4,4

506,217,61,61,61
498,212,61,61,61

506,217,61,61,61
508,228,61,61,61

506,217,61,61,61
510,233,61,61,61

508,228,0,0,0
510,233,0,0,0

508,228,0,0,0
509,236,0,0,0

508,228,0,0,0
506,217,0,0,0

509,252,14,14,14
512,251,14,14,14

509,252,14,14,14
514,248,14,14,14

509,252,14,14,14
517,255,14,14,14

509,236,6,6,6
510,233,6,6,6

509,236,6,6,6
514,238,6,6,6

509,236,6,6,6
511,243,6,6,6

510,435,30,30,30
518,433,30,30,30

510,435,30,30,30
503,429,30,30,30

510,435,30,30,30
501,432,30,30,30

510,233,6,6,6
509,236,6,6,6

510,233,6,6,6
508,228,6,6,6

510,233,6,6,6
514,238,6,6,6

511,423,7,7,7
512,419,7,7,7

511,423,7,7,7
517,420,7,7,7

511,423,7,7,7
517,417,7,7,7

511,414,6,6,6
512,419,6,6,6

511,414,6,6,6
517,417,6,6,6

511,414,6,6,6
505,409,6,6,6

511,243,4,4,4
514,248,4,4,4

511,243,4,4,4
514,238,4,4,4

511,243,4,4,4
509,236,4,4,4

512,419,7,7,7
511,423,7,7,7

512,419,7,7,7
511,414,7,7,7

512,419,7,7,7
517,420,7,7,7

512,251,5,5,5
509,252,5,5,5

512,251,5,5,5
514,248,5,5,5

512,251,5,5,5
517,255,5,5,5

514,248,5,5,5
512,251,5,5,5

514,248,5,5,5
511,243,5,5,5

514,248,5,5,5
509,252,5,5,5

514,238,6,6,6
509,236,6,6,6

514,238,6,6,6
511,243,6,6,6

514,238,6,6,6
510,233,6,6,6

515,395,4,4,4
516,386,4,4,4

515,395,4,4,4
523,401,4,4,4

515,395,4,4,4
525,397,4,4,4

516,386,5,5,5
516,381,5,5,5

516,386,5,5,5
524,387,5,5,5

516,386,5,5,5
515,395,5,5,5

516,381,9,9,9
516,386,9,9,9

516,381,9,9,9
516,376,9,9,9

516,381,9,9,9
525,385,9,9,9

516,376,1,1,1
516,381,1,1,1

516,376,1,1,1
516,386,1,1,1

516,376,1,1,1
525,385,1,1,1

516,276,20,20,20
525,272,20,20,20

516,276,20,20,20
526,270,20,20,20

516,276,20,20,20
517,264,20,20,20

517,420,7,7,7
517,417,7,7,7

517,420,7,7,7
512,419,7,7,7

517,420,7,7,7
511,423,7,7,7

517,417,7,7,7
517,420,7,7,7

517,417,7,7,7
512,419,7,7,7

517,417,7,7,7
511,414,7,7,7

517,292,16,16,16
519,290,16,16,16

517,292,16,16,16
524,292,16,16,16

517,292,16,16,16
527,295,16,16,16

517,264,9,9,9
517,255,9,9,9

517,264,9,9,9
525,259,9,9,9

517,264,9,9,9
526,261,9,9,9

517,255,6,6,6
522,254,6,6,6

517,255,6,6,6
512,251,6,6,6

517,255,6,6,6
514,248,6,6,6

518,433,46,46,46
510,435,46,46,46

518,433,46,46,46
524,424,46,46,46

518,433,46,46,46
511,423,46,46,46

519,313,0,0,0
520,315,0,0,0

519,313,0,0,0
525,315,0,0,0

519,313,0,0,0
530,309,0,0,0

519,290,13,13,13
517,292,13,13,13

519,290,13,13,13
524,292,13,13,13

519,290,13,13,13
528,292,13,13,13

520,315,6,6,6
519,313,6,6,6

520,315,6,6,6
525,315,6,6,6

520,315,6,6,6
522,325,6,6,6

521,333,9,9,9
525,333,9,9,9

521,333,9,9,9
523,329,9,9,9

521,333,9,9,9
525,331,9,9,9

522,326,6,6,6
522,325,6,6,6

522,326,6,6,6
523,329,6,6,6

522,326,6,6,6
525,331,6,6,6

522,325,6,6,6
522,326,6,6,6

522,325,6,6,6
523,329,6,6,6

522,325,6,6,6
525,331,6,6,6

522,254,7,7,7
522,249,7,7,7

522,254,7,7,7
517,255,7,7,7

522,254,7,7,7
525,259,7,7,7

522,249,17,17,17
522,254,17,17,17

522,249,17,17,17
517,255,17,17,17

522,249,17,17,17
514,248,17,17,17

523,406,5,5,5
523,401,5,5,5

523,406,5,5,5
530,405,5,5,5

523,406,5,5,5
525,397,5,5,5

523,401,5,5,5
525,397,5,5,5

523,401,5,5,5
523,406,5,5,5

523,401,5,5,5
530,405,5,5,5

523,329,6,6,6
525,331,6,6,6

523,329,6,6,6
522,326,6,6,6

523,329,6,6,6
522,325,6,6,6

524,424,13,13,13
517,420,13,13,13

524,424,13,13,13
517,417,13,13,13

524,424,13,13,13
518,433,13,13,13

524,387,6,6,6
525,385,6,6,6

524,387,6,6,6
528,384,6,6,6

524,387,6,6,6
516,386,6,6,6

524,363,6,6,6
536,366,6,6,6

524,363,6,6,6
